,Name,Org,Sentence
20,['Pang'],['ING'],"['Carrying out that infrastructure investment “will take a much longer time than it would do without social distancing in place,” said Pang of ING.']"
21,['Ümit Vural'],"['The Austrian Islamic Community', 'IGGÖ']","['The Austrian Islamic Community (IGGÖ) said it would continue to respect the government’s lockdown measures, with the association’s president\xa0Ümit Vural urging Austria’s Muslims to celebrate the start of Ramadan at home by turning their homes into mosques.']"
22,['Kronen Zeitung'],['Vural'],"['In the current situation, however, it is important to illuminate our houses with prayers and recitations and to turn them into mosques,” Vural said this week, tabloid Kronen Zeitung reports.']"
23,['Trump'],['W.H.O'],"['for its “lack of transparency and chronic mismanagement” of the crisis, saying\xa0that “the leaders called for a thorough review and reform process.”\n\nPresident\xa0Trump\xa0announced\xa0Tuesday that he has halted funding for the W.H.O.']"
24,['Zhao'],"['the World Health Organization', 'WHO']","['Allegations China is too close to the World Health Organization (WHO) were also rejected, with Zhao saying they were an attempt at “smearing” Beijing.']"
25,['Trump'],['Breitbart News'],"['Trump said Monday at the White House there would be consequences for China’s misinformation but he declined to share them with the media, as Breitbart News reported.']"
27,['Joe Biden'],['CNN'],['Former Vice President Joe Biden said Thursday on CNN the Chinese coronavirus crisis was an “opportunity” to enact major climate change programs found in the Green New Deal.']
28,['Marco Rubio'],['R-FL'],"['Senator Marco Rubio (R-FL) says no matter what the United States does in response to China’s handling of the early stages of the coronavirus pandemic, its reputation around the globe is damaged beyond repair.']"
29,['Cardinal Bo'],['CCP'],"['“Let me be clear — it is the CCP that has been responsible, not the people of China, and no one should respond to this crisis with racial hatred toward the Chinese,” Cardinal Bo declared in a strongly worded essay.']"
30,['Joy Behar'],['ABC'],"['Thursday on ABC’s “The View,”\xa0co-host Joy\xa0Behar said the\xa0Michigan protesters at\xa0the state capitol in Lansing, MI, on Wednesday who opposed the stay-at-home order issued\xa0Gov.']"
31,['Moshe Bar Siman-Tov'],"['Health Ministry', 'Channel 13', 'The Times of Israel']","['Health Ministry Director General Moshe Bar Siman-Tov on Wednesday\xa0told Channel 13 news that restrictions would likely be eased “in the coming days.”\n\n“If the Israeli public continues its excellent behavior, we’ll be able to take further steps forward,” he said according to a translation of his remarks by The Times of Israel.']"
32,['Naftali Bennett'],['Defense'],"['“The public must understand that every easing [of restrictions] means more dead.”\n\nDefense Minister Naftali Bennett said he believed Israel should reopen most of its national economy, in particular, fields relating to industry, trade and services, as well as parts of the education system this coming Sunday.']"
33,['Muhammad Saad Khandalvi'],['Tablighi Jamaat'],"['Muhammad Saad Khandalvi, head of a prominent Muslim group called Tablighi Jamaat, was indicted for manslaughter on Thursday because police say he ignored repeated warnings to cancel a mosque gathering in March that has been linked to over a thousand coronavirus cases.']"
34,['Raquel Filmanowicz'],"['the Milwaukee 2020 Host Committee', 'the Milwaukee Journal Sentinel']","['“The entire nation is facing the unprecedented challenge of responding to the coronavirus pandemic, and unfortunately, the Milwaukee 2020 Host Committee is no different,” Raquel Filmanowicz, CEO of the host committee, said according to the Milwaukee Journal Sentinel.']"
35,['Trump'],"['Law360', 'IRS', 'IRS', 'Washington Post']",['Law360\xa0reported on Wednesday on reaction from the IRS:\n\nThe IRS said that the payments [will] be distributed as planned\xa0after\xa0a Washington Post report on Tuesday said that the Trump administration made a last-minute decision to order the president’s name to appear on the left side of the paper checks.']
36,['George W.] Bush'],['Zona'],"['“During economic downturns in 2001 and 2008, President [George W.] Bush included his name on letters sent in advance of recovery checks,” Zona said.']"
37,['Obama'],"['Breitbart News', 'Washington Post', 'the Treasury Department', 'Treasury Department']","['“Notably, attaching a name to a check has a negligible expense, unlike the Obama administration’s use of costly signs across the country at construction sites built as part of the 2009 recovery legislation.”\n\nAs Breitbart News reported, the Washington Post’s article was first repudiated by the Treasury Department:\n\nA Treasury Department spokeswoman … denied any delay and said the plan all along was to issue the checks next week.']"
38,['Mark Milley'],['the Joint Chiefs of Staff'],"['Mark Milley, Chairman of the Joint Chiefs of Staff, said that the intelligence community is taking a “hard look” at the question of whether the Chinese virus originated in a lab.']"
39,['Mills'],['Congress'],['Mills said Congress must act now.']
40,['Trump'],['Paycheck Protection Program'],"['“Democrats are blocking additional funding for the popular Paycheck Protection Program,” President Trump said on Thursday.']"
41,['Ortiz'],['Fox & Friends'],"['“This is ridiculous,” Ortiz said during a Thursday appearance on Fox & Friends.']"
42,['Bob Chen'],"['MOFA', 'Department of International Organizations']","['insisted on naming Taiwan as “a province of China,” said Bob Chen, head of MOFA’s Department of International Organizations.']"
43,['Srivastava'],['USCIRF'],"['“As if its peremptory commentary on religious freedom in India is not enough, the USCIRF is now spreading misguided reports on the professional medical protocols followed to deal with spread of COVID-19 [the Chinese coronavirus] in India,” Srivastava said.']"
44,['Courrielche'],"['Hulu', 'HBO', 'Breitbart News Tonight', 'SiriusXM Patriot']","['“All of our attention is [on the coronavirus], and I hear I’ve heard a lot of people say, ‘Oh, the culture war doesn’t matter.’ Then those same people turn on their TVs and binge watch Netflix, and binge watch Hulu, and binge watch HBO, constantly getting this message sent at them.”\n\nCourrielche concluded, “If you don’t think the culture war matters during this coronavirus quarantine, you’re not paying attention.”\n\nBreitbart News Tonight broadcasts live on SiriusXM Patriot channel 125 weeknights from 9:00 p.m. to midnight Eastern or 6:00 p.m. to 9:00 p.m. Pacific.']"
45,['Gretchen Whitmer'],['D-MI'],"['Gretchen Whitmer (D-MI) said the protest at\xa0the state capitol in Lansing, MI, on Wednesday was “a political protest.']"
46,['Trump'],['W.H.O'],['Trump has said he wants to pull funding from the W.H.O.']
47,['George Soros'],['the Open Society Foundations'],"['“The scale of this pandemic has laid bare the fault lines and injustices of our world,” George Soros, chairman of the Open Society Foundations, said in a statement.']"
48,['Cotton'],['the Chinese Communist Party'],"['“Since January, I’ve said it seems to be highly coincidental that this very contagious virus originated just a few hundred yards or maybe a couple of miles from laboratories where the Chinese Communist Party researches coronaviruses,” Cotton said.']"
49,['Schill'],['COVID-19'],"['“We are all facing uncertainty and unprecedented challenges as we work collectively to slow the spread of COVID-19,” said Schill in his statement on Monday.']"
50,['Rodriguez'],['Delta Sigma Phi'],"['Rodriguez said that the Delta Sigma Phi fraternity brothers are turning to virtual game and trivia nights to stay closely linked, since they can no longer hold huge house parties due to precautions taken to prevent the further spread of the Chinese virus.']"
51,['Trusock'],"['Order', 'CDC', 'Court']","[""'”\n\nFurther, Trusock ordered, “A CHT … who is presented with a copy of this Order may be involuntarily detained by a peace officer, transported to and detained in an Involuntary Isolation Facility selected by the Health Officer for observation, testing, and/or treatment.”\n\nThe order granted the agency the power to detain a patient until he or she is “without a fever of 100.4 degrees for at least 72 consecutive hours,” and/or “is otherwise non-symptomatic and meets the CDC criteria for release from isolation,” or until the Court says so.""]"
52,['Sinema'],"['PPP', 'Senate']",['Sinema said that the federal government should provide additional funding “ASAP.”\n\n“The PPP program is going to run out of funding soon – the Senate should approve add’l funding by unanimous consent ASAP.']
53,['Nancy Pelosi'],"['House', 'D-CA', 'Senate']","['Is he afraid no one will listen to him?”\n\nLast week, House Speaker Nancy Pelosi (D-CA) said that she congratulated the Senate Democrats for objecting to additional small business relief.']"
54,['Kevin McCarthy'],"['House', 'R-CA', 'CNBC']",['House Republican Leader Kevin McCarthy (R-CA) said on CNBC on Thursday that Democrats continue to play politics with Americans’ livelihoods.']
55,['Scarborough'],"['Congress', 'the White House']",['Scarborough said he finds it “interesting” that older people in Congress and the White House are ready to open the economy and allow senior citizens to die just to see the economy opened back up.']
56,['Mika'],['Senate'],"[""“Isn’t it interesting, Mika, we’re seeing a lot of senior citizens who are in the United States Senate saying, ‘Ah the hell with it, let old people die, let’s open the economy,'” argued Scarborough.""]"
57,['Beshear'],['Courier-Journal'],"['“We just came here to hopefully get a message to Beshear to open up Kentucky,” one of the protesters said, according to the Courier-Journal.']"
58,['Macharia Kamau'],['Foreign Affairs'],"['Africans, Kenyans included, have been discriminated against in the process of the provincial government’s response to try and mop up the situation that they are facing there after the crisis that they had over the last few months,” Foreign Affairs Principal Secretary Macharia Kamau said at a press briefing.']"
60,['DeSantis'],['COVID'],"['They were really worried about what was going to happen,” DeSantis said, noting that the trend, all things considered, has been “good.”\n\n“I think, really, across the state, I think they are becoming confident that we’ll be able to handle the COVID patients.']"
61,['Rosen'],['the World Health Organization'],['Rosen said that users that encounter “harmful misinformation” will be redirected to a piece of content by the World Health Organization that lists several myths about the Chinese virus.']
63,['Yonatan Grad'],['WBUR'],"['Even if one 8- to 12-week period of social distancing is successful in “flattening the curve”—keeping the infection rate low enough so that hospitals aren’t overwhelmed—many people will remain susceptible to COVID-19, said\xa0Yonatan Grad, assistant professor of immunology and co-senior author of the study, in an April 15, 2020 WBUR interview.']"
64,['Trudeau'],['the National Post'],"['“We will not be coming back to our former normal situation; we can’t do that until we have developed a vaccine and that could take 12 to 18 months,” Trudeau said, reported the National Post.']"
65,['Trump'],"['House', 'Congress']","['“If the House will not agree to that adjournment, I will exercise my Constitutional authority to adjourn both chambers of Congress,” Trump said.']"
66,['Trump'],"['House', 'Senate', 'Congress']","['Currently, both the House and the Senate are using “pro forma” sessions to keep Congress open, even though the majority of members have left Washington, D.C.\n\n“The current practice of leaving town while conducting phony pro forma sessions is a dereliction of duty the American people can’t afford during this crisis,” Trump said.']"
67,['Brian Allen'],"['AP', 'Los Angeles Rams', 'COVID-19']",['LOS ANGELES (AP) — Los Angeles Rams center Brian Allen says he tested positive for COVID-19 three weeks ago.']
68,['Anthony Fauci'],['the National Institute for Allergies and Infectious Diseases'],"['On Wednesday, Dr. Anthony Fauci of the National Institute for Allergies and Infectious Diseases, said that opening sports leagues in the summertime was a possibility, but would have to be done without fans.']"
69,['Paxton'],['Legislature'],"['Paxton was asked to opine on the extent of a county’s power during an emergency and said:\n\nWhile the Legislature granted local officials certain emergency powers to address disaster situations, that local authority is not without limitation.']"
70,['Whitmer'],['W.H.O'],"['or it is the nation’s governors or it is the president of another country.”\n\nWhitmer said, “We need to stop pitting one another against each other, whether it’s the W.H.O.']"
71,['Andrew Cuomo'],['Breitbart News'],"['The brother of New York Governor Andrew Cuomo said late last month he was worried about infecting his wife and children after testing positive himself, as Breitbart News reported.']"
72,['Perdue'],"['H-2A', 'H-2A', 'COVID-19']","['“Providing flexibility for H-2A employers to utilize H-2A workers that are currently in the United States is critically important as we continue to see travel and border restrictions as a result of COVID-19,” Perdue said in a statement.']"
73,['Anderson Copper'],['Congress'],"['Host Anderson Copper said, “I hesitate to even lead with asking you about the president threatening to unilaterally adjourn by chambers of Congress because it seems like such an obvious distraction to keep people from focusing on his own failures, but he is the president and this is his threat.']"
74,['Trump'],['White House'],"['“I don’t know too much about it, but I understand my name is there,” Trump said during a White House press conference.']"
75,['Chad Sbragia'],['Defense'],"['“We were very clear that this was unhelpful, this is moving the coronavirus issue out of an area of cooperation between the two militaries and into an area of confrontation,” said Chad Sbragia, Deputy Assistant Secretary of Defense for China in a recent call with reporters.']"
76,['Carter'],['the World Health Organization'],"['“I am distressed by the decision to withhold critically needed U.S. funding for the World Health Organization, especially during an international pandemic,” Carter said in a statement.']"
77,['Bonilla Valdez'],"['IMSS', 'IMSS']","['“We have been telling [IMSS] to apply yourselves, the Seguro Social in Baja California did not apply themselves and now we have the problem, and it is affecting everything else,” Bonilla Valdez said in a streamed news conference where he called out the federal IMSS delegate assigned to his state.']"
78,['Newsom'],['Times'],"['“The prospect of mass gatherings is negligible at best until we get to herd immunity, and we get to a vaccine,” Newsom said according to the Times.']"
79,['Jerry] Jackson'],"['F-1', 'the Southern Kentucky Chamber of Commerce']","['“One weekend every term they show up on one of these campuses to study, and they get enough face-to-face time in the United States on an F-1 student visa,” said [the vice president for enrollment and communications, Jerry]\xa0Jackson, when he\xa0described\xa0the design of the new program in a speech to the Southern Kentucky Chamber of Commerce.']"
80,['Benjamin Netanyahu'],['TEL AVIV'],"['TEL AVIV – Prime Minister Benjamin Netanyahu said Tuesday that if Israel’s infection rates and critical COVID-19 cases continue to stabilize, the country would begin to phase out of lockdown after the Passover holiday which ends on Wednesday evening.']"
81,['Ai'],"['Radio Free Asia', 'RFA', 'Weibo', 'Weibo']","['On Tuesday Radio Free Asia (RFA) was able to get in touch with Ai, who said she was the author of the posts on her Weibo account, and rather oddly claimed the mysterious posts sporadically appearing under her name were an effort to reassure the world that she was alive and well:\n\n“It was I who sent out the posts on Weibo,” she said.']"
82,['Ai'],['Weibo'],"['“I never used to use it in the past because I thought it was useless, and I only started using it after this thing happened because there were a lot of people concerned about me.” “Some of the employees of Weibo behind the scenes kept saying I should post a bit more, but I told them I’d only be able to do it from time to time,” Ai said.']"
83,['Ai'],['RFA'],['RFA spoke to sources who said Ai is indeed under duress and cannot speak freely.']
84,['David Nabarro'],['the World Health Organization'],"['In that context, when David Nabarro from the World Health Organization says we may have to get used to face masks and social distancing, as a reality for perhaps an indefinite period, I fear he may be right.”\n\nScientists in recent weeks have acknowledged that without progress on a vaccine or treatment, coronavirus — and the resulting periods of lockdown — could disrupt the UK for\xa0up to a year.']"
85,['Farage'],['LBC'],['Mr Farage had\xa0said\xa0on his LBC show on Monday that normalising wearing masks “would be a price worth paying” to open up the economy and get society back to some semblance of normality.']
86,['Rainn Wilson'],['Office'],"['Woke up to find out it was true,”\xa0The Office\xa0star Rainn Wilson said.']"
87,['Ricky Gervais'],['The Sun'],['Ricky Gervais said in an interview with Britain’s The Sun that pampered elites who whine about being stuck at home have nothing to complain about compared to healthcare professionals.']
88,['Steven Mnuchin'],['Treasury'],"['“In this environment, we don’t want to send checks, we want to put money directly into their accounts,” Treasury Secretary Steven Mnuchin said earlier this month.']"
89,['Ocasio-Cortez'],"['Hill', 'Washington', 'FEMA', 'The Hill', 'IHP Funeral Assistance']",['The Hill reported on the letter and Ocasio-Cortez’s remarks about racism in a tweet posted by the Washington media outlet:\n\nA spokesperson for FEMA told The Hill “individual assistance is under review for New York.” The spokesperson said IHP Funeral Assistance is not currently approved under any COVID-19 individual assistance declarations.']
90,['Chris Cuomo'],"['the New York Post', 'CNN']",['Here’s what he told the New York Post:\n\nThe 65-year-old longtime resident said he was just out for a bike ride before Easter dinner when he spotted who he thought was Chris Cuomo on property he says the CNN anchor bought in East Hampton last year.']
91,['Cuomo'],['CNN'],"['He says the CNN staffer lost his cool:\n\n“[Cuomo] said, ‘Who the hell are you?!']"
92,['Holder'],['TIME'],"['“Coronavirus gives us an opportunity to revamp our electoral system so that it permanently becomes more inclusive and becomes easier for the American people to access,” Holder said in an interview with TIME magazine.']"
93,['Fauci'],"['Seton Hall University', 'Stillman School of Business', 'ESPN']","['“Fauci’s comments come a week after 72% of Americans polled by Seton Hall University’s Stillman School of Business said they would not attend if sporting events resumed without a vaccine for the coronavirus,” ESPN reports.']"
94,['Trump'],['NFL'],"['A second poll this week had a slight plurality, 46% to 36%, saying the NFL season should not open as scheduled in early September.”\n\nOn Tuesday, President Trump used his Rose Garden coronavirus task force briefing to tell the country about the new commission tasked with getting America back on the playing field.']"
95,['Arthur Blank'],"['NFL', 'Falcons']","['Other key NFL executives, such as Falcons Owner Arthur Blank, have also said that a return to sports could come soon, but without fans.']"
96,['ROBERT REDFIELD'],['W.H.O'],"['DR. ROBERT REDFIELD:\xa0You know, I’m just going to say the W.H.O.']"
97,['Farage'],['the European Union'],"['Writing that he’d “found my next campaign”, Mr Farage — who has a strong track record of fighting long-term attritional campaigns against vested interests, as in the case of building support to take Britain out of the European Union from a niche movement in the early 1990s to a nationwide referendum victory by 2016 — said some police officers were behaving in an “appalling” way.']"
98,['Onyeama'],['the Communist Party of Beijing'],"['Chinese state media interpreted Onyeama’s press conference as praise for the Communist Party of Beijing, asserting that he said “no evidence” of state-sponsored racism exists.']"
99,['Kamau'],['The African Union'],"['The African Union has responded collectively in consultation with us,” Kamau said.']"
100,['Michael Burke'],['Louis Vuitton'],"['Following the announcement, Louis Vuitton Chairman and CEO\xa0Michael Burke said the company was gearing up to produce 100,000 masks a week.']"
101,['Christine Brosseau'],['Sainte-Florence'],"['“Being confined at home is not very pleasant, but above all, I wanted to make myself useful,” said\xa0Christine Brosseau, a worker at Sainte-Florence.']"
102,['Dan Dowling'],['Burnett Dairy Cooperative'],"['“Although we cannot control the pandemic or what’s going on today we certainly can try to do our part in contributing to make a difference and that’s what we’re doing,” said Dan Dowling, Burnett Dairy Cooperative CEO and president.']"
103,['Hossein Salami'],"['Islamic Revolution Guards Corps', 'IRGC']",['Islamic Revolution Guards Corps (IRGC)\xa0Commander Major General Hossein Salami said the unique device is so advanced it obviates the need for blood tests and delivers a result in just five seconds.']
104,['Salami'],"['Mehrs', 'Salami']","['The Mehrs news agency added\xa0the device has been equipped with an antenna, with Salami boasting “a bipolar virus has been designed inside the device and its antenna is placed in front of the contaminated area up to 100m distance and can detect the contaminated area in five seconds using a magnetic field.”\n\nMajor General Salami said one of the great advantages of the homegrown device is that the coronavirus diagnosis does not require a blood test anymore, since the smart detector can remotely identify those infected with COVID-19.']"
106,['Zhao'],['WHO'],"['This U.S. decision will weaken WHO’s capacities and undermine the international cooperation against the epidemic.”\n\n“We urge the United States to earnestly fulfill their responsibilities and obligations, and support the WHO-led international action against the epidemic,” Zhao said, claiming the agency plays an “irreplaceable role” against the pandemic.']"
107,['Zhao'],['U.N.'],"['Asked if China is prepared to contribute more to make up the shortfall,\xa0 Zhao said Beijing has provided $20 million to the U.N. body and remained noncommittal to the prospect of stepping forward with its own money to make up gap.']"
108,['John Arensmeyer'],['Small Business Majority'],"['While the administration debates the appropriate time to reopen the economy, there remains a notion that once everything reopens the small business community will bounce back to normal,” John Arensmeyer, founder and CEO at Small Business Majority said in a press release announcing the poll results.']"
109,['Arensmeyer'],"['Congress', 'PPP']","['“While Congress has already recognized gaping holes in PPP, simply plugging these gaps will not be enough.”\n\n“What small businesses need is expanded relief programs that include direct, unrestricted grant assistance,” Arensmeyer said.']"
110,['Anastasia Mann'],['Corniche Travel'],"['Anastasia Mann, owner of Corniche Travel in California, said:\n\nAs the owner of a travel company, our business has taken a massive hit.']"
111,['Peter Wolfgang'],"['Log-In to Lobby for Life', 'the Family Institute of Connecticut (FIC)', 'Breitbart News']","['The first annual Connecticut March for Life, scheduled for Wednesday, April 15, was cancelled due to the coronavirus pandemic, but pro-life leaders turned it, instead, into a “Log-In to Lobby for Life.”\n\nPeter Wolfgang, executive director of the Family Institute of Connecticut (FIC), said in an email statement to Breitbart News it was difficult to call off what his pro-life organization hoped would be the first annual March for Life in the New England state.']"
112,['Wolfgang'],['the “Log-In to Lobby for Life'],"['They see it as an opportunity to push through anti-life bills we’ve stopped for years via something called e-certification, that is, without the usual input from the public.”\n\nWolfgang said he is asking all members of the pro-life community in Connecticut to register\xa0and sign onto the “Log-In to Lobby for Life” webinar.']"
113,['McClusky'],['Breitbart News'],"['“Even though most of us are stuck at home and parts of our lives are on hold, it doesn’t mean that our commitment to pro-life policies is on pause,” McClusky said in an email statement to Breitbart News.']"
114,['Meera Shah'],"['Planned Parenthood', 'Planned Parenthood Hudson Peconic', 'the Associated Press', 'AP']","['A Planned Parenthood official in New York State said the organization’s new telehealth service is so much in demand that one mother began her drug-induced abortion “at home with her children running around behind her.”\n\nDr. Meera Shah, chief medical officer of Planned Parenthood Hudson Peconic, told the Associated Press (AP) the abortion chain is seeing “an uptick in patients seeking abortions” during the coronavirus pandemic.']"
115,['Shah'],['EMT'],"['“We provided a medication abortion to an EMT while she was sitting in her ambulance,” Shah said.']"
116,['Sarah Stoesz'],['Planned Parenthood North Central States'],"['Kare11.com in Minneapolis reported Sarah Stoesz, CEO of Planned Parenthood North Central States, said her organization is about to add curbside pickup for whatever drugs people have been prescribed.']"
117,['Rice'],['White House'],"['Rice said, “Yesterday’s performance from the White House briefing was full of lie.']"
118,['Jack Houghton'],"['Sky News', 'WHO']",['Sky News digital editor Jack Houghton said in an on-air report:\n\n[WHO] actually decided not to go ahead with [travel ban recommendations] and not declare a global health emergency but there were a few dissenting voices.']
119,['Anthony Fauci'],['National Institute of Allergy and Infectious Diseases'],"['Specifically,\xa0National Institute of Allergy and Infectious Diseases Director Dr. Anthony Fauci said the travel bans were critical to fighting the coronavirus.']"
120,['Hong Zhihua'],['Patriotic Health Movement Committee'],"['Hong Zhihua, a deputy head of Hubei’s Patriotic Health Movement Committee, said at a conference on Friday that the Wuhan city government plans to give out 200 million yuan ($29.81 million) to upgrade 425 farmers market in the city, and urged not to sell wild animals, live poultry, or have pit latrines, and garbage in public after the market reopens.']"
121,['David Nabarro'],"['the Food and Agriculture Organisation', 'WHO', 'WHO']","['Instead, what we have to do is offer advice and guidance, and there’s very clear advice from the Food and Agriculture Organisation and WHO that said there are real dangers in these kinds of environments,” explained WHO’s coronavirus special envoy, Dr. David Nabarro.']"
122,['Morrisson'],['the World Health Organization'],"['And I think from a world health point of view, this is something the World Health Organization should do something about,” Morrisson said.']"
123,['Pence'],['FDA'],"['Pence said, “We expect the FDA to approve a new antibody test in a matter of days.']"
124,['Trump'],['TMZ Sports'],"['Other prominent sports leaders on the committee include:\n\n“Trump says he will consult with everyone — some people will be included in a group call, others will be 1-on-1,” TMZ Sports reports.']"
125,['Trump'],['Pew Research Center'],['A March Pew Research Center survey revealed that 95 percent of Americans said Trump’s travel bans are the most necessary steps that the federal government needed to take to stop the coronavirus outbreak in the U.S.']
126,['Trump'],['WHO'],"['“The WHO’s attack on travel restrictions put political correctness above life-saving measures,” Trump said.']"
127,['Trump'],['WHO'],"['Trump said that representatives from the WHO never responded to their mistakes or failures, prompting him to put a freeze on funding pending a review.']"
128,['Scott'],['WHO'],['Scott said in a statement in March:\n\nThe mission of the WHO is to get public health information to the world so every country can make the best decisions to keep their citizens safe.']
129,['Wu'],['WHO'],"['“Given that pandemics recognize no borders, and make no distinction between nationalities, we think it is irresponsible for the WHO to continue to limit Taiwan’s participation,” said Wu.']"
130,['Winfrey'],['Apple'],"['“It’s not only ravaging our community, but people who have preexisting conditions, which I think people didn’t hear that,” Winfrey said on Today,\xa0promoting her Apple+ coronavirus episode that’s set to debut Tuesday night.']"
131,['Kristofer Hivju'],['UPI'],['April 14 (UPI) — Game of Thrones alum Kristofer Hivju says he’s “fully recovered” from the COVID-19 virus.']
132,['Ilhan'],['The Times'],"['Calling the request inhumane, his mother said in comments reported by The Times:\xa0“Ilhan has fought cancer for seven years.']"
133,['Charles Moore'],"['NHS', 'the National Health Service']","['As Charles Moore correctly — and bravely, given the NHS’s quasi-religious status — said:\n\nAs its name suggests, the National Health Service is there to serve the health of the nation.']"
134,['Cuomo'],['CNN'],"['They’ve been so supportive of me in ways I could never have imagined,” Cuomo, who is under self-quarantine after contracting the Chinese coronavirus, said of CNN.']"
135,['Giroir'],['CDC'],"['So again, hospital infrastructure, public health infrastructure, and the array of tests including surveillance that are necessary to do—those are the three factors.”\n\nRegarding the term “surveillance,” Giroir said this is a system that the CDC uses for other diseases to keep the government ahead of the curve of any outbreak in the future.']"
136,['Giroir'],['CDC'],"['“Contact tracing is for every person who’s positive the CDC says on average there are probably five close contacts that they have interacted with,” Giroir said.']"
137,['Deborah Birx'],['White House Coronavirus Task Force'],['He said it is up to the White House Coronavirus Task Force coordinator Dr. Deborah Birx to determine the distribution of those tests—which will be a finger-prick test that can easily be done in many places like a doctor’s office or a pharmacy—when they first come out in the coming weeks.']
138,['Fauci'],['the Associated Press'],"['Speaking to the\xa0Associated Press, Fauci called the briefings, which have lasted for up to roughly two and a half hours, “really draining.”\n\n“If I had been able to just make a few comments and then go to work, that would have really been much better,” said the public health official.']"
139,['Jeremy Lechan'],"['Boston-based Tufts Medical Center', 'KN95', 'Patriots']","['Finally, Boston-based Tufts Medical Center reported receiving some of the KN95 masks the Patriots brought to the state, but hospital spokesman Jeremy Lechan says none have yet been used.']"
140,['Saville-Iksic'],['TribLive'],"['“We kind of found a hidden gem in this project, something that really got the kids excited,” Saville-Iksic said, reported TribLive.']"
141,['Stelios Petsas'],['the Associated Press'],"['Speaking to the Associated Press, Greek government\xa0spokesman Stelios Petsas said authorities now “have seen signs of activity” across the border and would\xa0“continue to do whatever it takes to defend our sovereign rights and guard the borders of Greece and Europe”.']"
142,['Cuomo'],['the White House'],"['As part of the economic recovery, Cuomo said, he would reach out to the White House in “partnership and cooperation” to work on reopening the country.']"
143,['Gilman'],['CDC'],"['They say we don’t advocate that cities clear these homeless encampments, because you could assist with community spread.”\n\nHomeless populations are unlikely to follow CDC guidelines for minimizing the coronavirus’ spread, determined Gilman.']"
144,['Graham'],"['COVID-19', 'Congress', 'the Human Rights Commission', 'the Reclaim Pride Coalition']","['Graham said he and Samaritan’s Purse do not object to criticism of their Christian beliefs, since it is part of life in a country that “cherishes freedom of speech and religion”:\n\nWhat we do object to is being harassed into diverting precious resources of time and energy and personnel away from serving COVID-19 patients in New York City in order to respond to demands for documents and other information from eight Democratic members of Congress, the Human Rights Commission and the Reclaim Pride Coalition—all while the death toll in New York continues to climb.']"
145,['Trump'],['White House'],"['During a Monday briefing by the White House coronavirus task force, President Trump said he will decide when states will re-open, not the\xa0governors.']"
146,['Cuomo'],['CNN'],"['“Me being able to tell you to shut your mouth or I will do you the way you guys do each other.”\n\nAt one point, Cuomo suggested that he could be re-thinking his job at CNN, saying he’s tired of “trafficking in things that I think are ridiculous.”\n\n“I don’t like what I do professionally,” he said.']"
147,['Scott Morrison'],['WHO'],"['Prime Minister Scott Morrison demanded answers about the markets,\xa0 saying it was “unfathomable” for WHO to back live animal markets (open-air slaughterhouses) at a time when the Chinese coronavirus pandemic is sweeping the world.']"
148,['Morrison'],['the Canberra Times'],"['“I’m totally puzzled by this decision,” Morrison said, according to the Canberra Times.']"
149,['Giuseppe Conte'],['EU'],['It was malicious behaviour and could have been avoided.”\n\nItalian Prime Minister\xa0Giuseppe Conte later issued a warning to the EU saying that the political bloc may collapse if other member states do not act with solidarity and help countries most affected by coronavirus.']
150,['Dejmek'],['Aftonbladet'],"['In an opinion article for newspaper Aftonbladet, Professor Dejmek said that seniors who die in their homes, rather than a nursing home or hospital, are not likely to be tested or counted as having died of coronavirus.']"
151,['Krystyna Kacpura'],['the Federation for Women and Family Planning'],"['Krystyna Kacpura, the director of the Federation for Women and Family Planning, said in a press release: “This is a cruel blow for women, given in the worst times ever.']"
152,['Leah Hoctor'],['Center for Reproductive Rights'],"['“European governments must act urgently to guarantee safe and timely access to abortion care during the COVID-19 pandemic,” said Leah Hoctor, Regional Director for Europe, Center for Reproductive Rights.']"
153,['Ava DuVernay'],['YouGov'],"['“An overwhelming majority of the American public — 87% — is now making the effort to stay at home when possible, a new YouGov survey finds, with most saying they’ll continue regardless of any official limitations,” tweeted Ava DuVernay.']"
154,['Andy Richter'],['Planned Parenthood'],"['“Look, you’re free to think that these are the end times, but this is really putting your thumb on the scale,” said actor-comedian Andy Richter, who once noted that he was “eternally grateful” to Planned Parenthood over he and his girlfriend deciding to abort their baby in 1992.']"
155,['B.J'],['Air Force Lt'],"['Of course that’s not surprising because most spear phishing campaigns tend to exploit current events to produce convincing products,” said\xa0Air Force Lt. Gen. B.J.']"
156,['Dana Deasy'],['Department of Defense'],"['“Part of having a very good active defense and being able to deploy some of the tactics and techniques that have allowed us to be able to keep our workforce working in a safe and secure manner is the fact that we don’t publish where we get the attack vectors from because that would just give insight to the adversary,” said Dana Deasy, Department of Defense chief information officer.']"
157,['Fauci'],['CNN'],"['That is the kind of video you would expect to see at one of his rallies at any arena or venue across the country.”\n\nHe continued, “Another thing we should point out, the president is defending himself and putting Dr. Fauci out there to defend him over these comments he made on CNN’s “State of the Union,” where he said if we had put these measures into play sooner, there would be less deaths.']"
158,['Blitzer'],['White House'],"['All of those things are false, and another criticism could be made that while he was making the comments, parts of the country were not taking this as serious as they should have.”\n\nBlitzer said, “This is the White House briefing room.']"
