,Name,Org,Sentence
2625,['Breit'],['Airbnb'],"['""We strongly condemn the reported behavior, which represents both a clear violation of Airbnb\'s community policies and a particularly serious abuse during this public health crisis,"" Breit said in a statement.']"
2626,['Anthony Fauci'],"['CNN', 'The Sinclair Broadcast Group', 'SBGI )']","[""New York (CNN) The Sinclair Broadcast Group ( SBGI ) said Monday it will not move forward with airing a segment featuring a conspiracy theory that suggested Dr. Anthony Fauci, the nation's top infectious disease expert, was responsible for the creation of the coronavirus.""]"
2627,['Mitch McConnell'],"['Senate', 'Senate', 'GOP']","['Senate Majority Leader Mitch McConnell said In comments on the Senate floor, ""The American people need more help,"" and that the GOP proposal will be called the HEALS Act, an acronym for Health, Economic Assistance, Liability Protection and Schools.""']"
2629,['Ted Cruz'],['GOP'],"['Republican Sen. Ted Cruz of Texas said on Monday that he expects ""significant resistance"" from Republicans to the GOP stimulus bill.']"
2630,['Francis Suarez'],['CNN'],"['Speaking to CNN on Sunday, Miami Mayor Francis Suarez, a Republican, said it ""would be a horrible decision"" to open up bars now, expressed similar concern over schools and pointed to ""the issue of whether the decisions (made by the state) are data-driven or political.""']"
2633,['Mitch McConnell'],"['Senate', 'Senate', 'GOP']","['Senate Majority Leader Mitch McConnell said In comments on the Senate floor, ""The American people need more help,"" and introduced a series of GOP committee chairmen who will describe parts of the legislation relevant to their committees.']"
2634,['McConnell'],"['Senate', 'House']",['McConnell has said that he hopes that in the next two to three weeks the Senate will be able to get the next coronavirus relief bill to the House.']
2635,['Allen Sills'],['NFL'],"['But the league feels confident at this point a full slate of 16 games per team is possible, given the protocols it has agreed on with the players..\n\n""I think people are trying to be really thoughtful about this,"" said Dr. Allen Sills, the NFL\'s chief medical officer and a neurosurgeon.']"
2636,['Rich McKay'],['Falcons'],"['And they have them as they enter into this football world,"" said Rich McKay, president and CEO of the Falcons.']"
2637,['John Jenkins'],['Notre Dame'],"['Notre Dame said in a statement that Father John Jenkins, the president of the university, ""made what he called \'this difficult decision because the necessary health precautions would have greatly diminished the educational value of hosting the debate on our campus.\'""']"
2638,['Deborah Birx'],"['WZTV', 'White House']","['WZTV\nTennessee is poised to see rapid and widespread growth of coronavirus unless the state acts quickly to turn things around, White House coronavirus task force coordinator Dr. Deborah Birx said Monday.']"
2639,['Birx'],['Tennessee Gov'],"['The spread being seen in Tennessee is more dangerous than the first outbreaks in March and April, Birx said at a news conference in Nashville after meeting with Tennessee Gov.']"
2640,['Brady'],['Circle of Life'],"['Early on with organ donation, Brady, founder of the Circle of Life program, met many people who were “turned off” by the idea, she said.']"
2641,['Turner'],['COVID'],"['“One is an ICU nurse who works with COVID patients all the time,” Turner said.']"
2642,['Adam Sharp'],['the National Academy of Television Arts and Sciences'],"['Adam Sharp, president and CEO of the National Academy of Television Arts and Sciences, which presents the Daytime Emmys, said everyone is undergoing a learning process.']"
2643,['Sharp'],['Covid-19'],"['The two academies have been ""comparing notes,"" Sharp said, adding that when it comes to producing award shows, ""Covid-19 does not lend itself well to long-term planning.']"
2644,['Covid-19'],['Challenger'],"['For any employee diagnosed with Covid-19 and anyone at work who has been exposed to that person, nearly 90% of companies said they would require those people to quarantine for two weeks, the Challenger survey found.']"
2645,['Furnari'],['DMV'],"[""(Furnari said he's temporarily paused rentals of the vehicle to complete new registration requirements from the California DMV.)""]"
2646,['Oboyski'],['Uber'],"['""You\'re not just throwing a bag of drinks in the front seat of an Uber driver\'s car, and as he\'s going your food is cooling down and your shakes are heating up, everything is melting or getting cold,"" Oboyski said.']"
2647,['Stephen Hahn'],"['FDA', 'FDA']","['""Consumers must also be vigilant about which hand sanitizers they use, and for their health and safety we urge consumers to immediately stop using all hand sanitizers on the FDA\'s list of dangerous hand sanitizer products,"" FDA Commissioner Dr. Stephen Hahn said in a statement.']"
2648,['Heidi Larson'],['VCP'],"['VCP Director Heidi Larson said the figures showed that, as the number of deaths from the coronavirus increased, and public awareness of its seriousness grew, people were more willing to accept a vaccine.']"
2649,['Lindsey Bell'],['Ally Invest'],"['""Sectors that are heavily dependent on consumer health -- retailers, travel, homebuilders, real estate -- could be especially sensitive to negative headlines"" about the fiscal cliff, said Lindsey Bell, chief investment strategist with Ally Invest, in a report last week.']"
2650,['Joseph Brusuelas'],['RSM US LLP'],"['""The delegation of addressing the pandemic to the states, and what can fairly be described as the abdication of any responsibility for the pandemic on the part of the federal government, have contributed to a debilitating sense of policy uncertainty that is dampening economic activity,"" said Joseph Brusuelas, chief economist with RSM US LLP, in a report earlier this month.']"
2651,['Noel Dixon'],"['State Street Global Markets', 'CNN Business']","['It is all in and fully vested,"" said Noel Dixon, global macro strategist with State Street Global Markets, in an interview with CNN Business.']"
2652,['Kelly Williams'],['Slate Law Group'],"['Kelly Williams, founder and managing partner at Slate Law Group, says this helps prevent anyone from coming into contact with your personal materials.']"
2653,['Sarah Morgan'],['BuzzARooney'],"['For peace of mind and to take control of your health, Sarah Morgan, entrepreneur and founder of human resources consulting boutique BuzzARooney, says it’s smart to carry your own digital thermometer to take your temperature in case you’re not feeling stellar.']"
2654,['Joy Altimare'],['EHE Health'],"['To stay on the safe side, Joy Altimare, the chief engagement and brand officer for EHE Health, says it’s best to minimize the frequency of things we touch.']"
2655,['Colleen McCreary'],['Credit Karma'],"['As an alternative, Colleen McCreary, the chief people officer at Credit Karma, says to consider making your coffee at home or bringing your own coffee or tea bags from home so you don’t use the communal pot.']"
2656,['Tim Chatfield'],['Jitjatjo'],"['Co-founder and CEO of Jitjatjo Tim Chatfield says it best: “Regardless of what you bring back to the office, the most important thing to have with you — besides a mask — is patience.”\n\n“Reacclimating to an on-site work environment will present an enormous challenge for everyone,” he continues.']"
2657,['Christopher Nolan'],['Warner Bros.'],"['The new thriller from director Christopher Nolan will open internationally on August 26, Warner Bros. said on Monday.']"
2658,['Toby Emmerich'],['Warner Bros. Pictures Group'],"['""Our goals throughout this process have been to ensure the highest odds of success for our films while also being ready to support our theater partners with new content as soon as they could safely reopen,"" Toby Emmerich, chairman of Warner Bros. Pictures Group, said in a statement last week.']"
2659,['Patrick Hardy'],"['Hytropy', 'FEMA']","['Patrick Hardy, CEO of Hytropy, a US-based disaster-management firm, who’s a certified emergency manager and FEMA master exercise practitioner, says, “Make sure you know what the pandemic plan is of the place you’re going to stay so that you know the types of precautions that they are taking” — noting that many destinations are posting plans online or via email.']"
2660,['Jeanne Breen'],"['CDC', 'Yale New Haven Hospital']","['As we’re all likely aware by now, the CDC recommends that we all wash our hands often, for at least 20 seconds, and avoid touching our faces or coming in contact with persons who are ill. “Any bar or liquid/gel soap is fine to wash our hands with,” says Dr. Jeanne Breen, an infectious-diseases physician and researcher affiliated with Yale New Haven Hospital.']"
2661,['Gustavo Ferrer'],['“Cough Cures'],"['Dr. Gustavo Ferrer, pulmonologist and author of “Cough Cures,” says, “Airplane cabins’ recirculating air system dries out the nasal passages, creating thick mucus that favors the development of viral infections.']"
2662,['Derek Jeter'],['Marlins'],['Marlins CEO Derek Jeter said the team is staying in Philadelphia pending the results of a new round of testing.']
2663,['Michael Watkins'],"['NASA', 'Jet Propulsion Laboratory', 'the Space Foundation']","['""To make a mission like this be successful, it takes a lot of perseverance and a lot of brilliant hard work in the best of times,"" said Michael Watkins, director of NASA\'s Jet Propulsion Laboratory, during a conversation hosted by the Space Foundation last week.']"
2664,['Yang'],['CNN'],"['""Now, if you go to a grocery store and it\'s self-checkout and a robot is cleaning the aisles, you\'re actually OK with it in a way you might not have been pre-pandemic,"" said Yang, a CNN political commentator.']"
2665,['Yang'],['UBI'],['Yang said asking whether the United States can afford UBI is the wrong question.']
2666,['Chad Myers'],"['CNN', 'CNN']","['Track the progression of this storm with CNN\'s storm tracker ""Every model that I looked at today develops this area into some form of tropical system and turns it toward or north of Puerto Rico,"" CNN meteorologist Chad Myers said.']"
2667,['Deborah Birx'],['White House'],['White House coronavirus task force coordinator Dr. Deborah Birx said Friday there was evidence of plateau in several major states.']
2668,['Birx'],['NBC'],"['Speaking on NBC\'s ""Today"" show, Birx said, ""We\'re already starting to see some plateauing in these critical four states that have suffered under the last four weeks.']"
2669,['Yvonne Doyle'],['Public Health England'],"['Yvonne Doyle, the medical director for Public Health England, said it was ""not a cause for alarm,"" adding that there was ""no evidence that pets can transmit the disease to humans.""']"
2670,['James Wood'],['the University of Cambridge'],"['""It has been clear for a while that cats are susceptible to infection, but there is no evidence that they can go on to infect humans,"" said James Wood, head of the department of veterinary medicine at the University of Cambridge, adding that only a handful of pets ""have been found to be infected around the world.""']"
2671,['Sundar Pichai'],"['CNN Business', 'Google']","['In a memo to employees, a copy of which was obtained by CNN Business, Google CEO Sundar Pichai said the company has reopened 42 offices around the world.']"
2672,['Harris'],['Korea Times'],"['""I understand the historical animosity that exists between both of the countries but I\'m not the Japanese American ambassador to Korea, I\'m the American ambassador to Korea,"" said Harris in an interview with Korea Times in December.']"
2675,['Fadel Senna'],['AFP'],"['Fadel Senna/AFP/Getty Images\nSeveral countries in the Middle East have moved to reimpose restrictions and lockdown measures ahead of the upcoming Eid al-Adha holiday, as reported coronavirus cases increase in some nations, health ministries and state media have said.']"
2676,['Hamad Hassan'],"['the Lebanese National News Agency', 'NNA']","['In Lebanon, a decision to reimpose lockdown has not been taken yet, however the Lebanese minister of Public health Hamad Hassan said on Monday that he recommends “a total lockdown of the country for two weeks, except for the airport” according to the Lebanese National News Agency (NNA).']"
2677,['James Rubin'],"[""the King's College department""]","['""Many public health bodies are coming to the conclusion that wearing a face covering might help reduce the spread of SARS-CoV-2, and the limited evidence available suggests their use doesn\'t have a negative effect on hand hygiene,"" said co-author James Rubin, a reader in the psychology of emerging health risks at the King\'s College department of psychological medicine, in a press statement.']"
2678,['Julian Tang'],['the University of Leicester'],"['""Within the mask-wearing context, the authors point out that one precautionary behavior (like mask-wearing or hand-washing) may actually remind the wearer about the need to perform the other related behaviors -- thus reinforcing the whole suite of behaviors that combine to reduce transmission,"" said Dr. Julian Tang, honorary associate professor in respiratory sciences at the University of Leicester, who wasn\'t involved in the research.']"
2679,['Dame Theresa Marteau'],"[""the University of Cambridge's Behavior and Health Research Unit""]","['""The concept of risk compensation, rather than risk compensation itself, seems the greater threat to public health through delaying potentially effective interventions that can help prevent the spread of disease,"" said Professor Dame Theresa Marteau at the University of Cambridge\'s Behavior and Health Research Unit, who led the research.']"
2680,['Daniel Kim'],['ESPN'],"['Daniel Kim, a Korean baseball commentator for ESPN says: ""There\'s always a competition between the fans as well.']"
2681,['Boris Johnson'],"['Twitter', 'Covid-19']","['Boris Johnson, the UK Prime Minister, has said in a video posted to his official Twitter account that he was ""way overweight"" when he was admitted to intensive care earlier this year after becoming infected with Covid-19.']"
2682,['Stephen Innes'],['AxiCorp'],"['""Gold is the clear beneficiary of safe haven demand,"" Stephen Innes, chief global markets strategist at AxiCorp, said in a research note.']"
2684,['Robert Firman'],['USFJ'],"['""This policy update adds another layer of protection for US forces and our Japanese neighbors, and we will continue to be as transparent as possible as we confront this challenge together,"" Col. Robert Firman, director of public affairs for USFJ, said in statement.']"
2685,['Ken Kunze'],['Marine Corps Maj'],['Marine Corps Maj. Ken Kunze said that as of 8 a.m. Monday no new cases had been identified in the previous 24 hours.']
2686,['Berlin'],['Build Up Boys'],"['Already at his age, he felt pressure to conform: to play more physically with other boys, to emote less and subvert his own happiness or pain, said Berlin, co-founder of Build Up Boys .']"
2687,['Trump'],"['Regents', 'the University of California']","['California, New York and other states, along with the Regents of the University of California and immigrant rights groups, challenged the Trump action, saying the administration had not followed federal procedures regarding the phaseout of a program.']"
2688,['Joseph Kiesecker'],"[""The Nature Conservancy's""]","['Joseph Kiesecker, lead scientist at The Nature Conservancy\'s conservation lands team, worked on one of the earlier studies and found that American bullfrog tadpoles were excellent at social distancing ""It was clear they were using behavior when given the choice to be near an infected individual, they avoided that infected individual,"" he said.']"
2690,['Narendra Modi'],['PM'],"[""PM's claim: Indian\xa0Prime Minister Narendra Modi said on Sunday that his country's response to the\xa0pandemic\xa0has defied global expectations.""]"
2691,['Derek Van Dam'],['CNN'],"['Some of the southernmost parts of Texas received more than a foot of rain as the center of the storm crossed over to northeastern Mexico, CNN meteorologist Derek Van Dam said.']"
2697,['Jose Andres'],['World Central Kitchen'],"['""For as long it is needed we will serve the needs of Jose Andres and the incredible mission of World Central Kitchen,"" she said, referring to the award-winning chef\'s charity organization .']"
2698,['Tirawan'],['Covid-19'],"['Rather than open all suites at once, Tirawan says they eased into things gradually to ensure their new Covid-19 policies could be carefully implemented by staff.']"
2699,['Jack Dorsey'],['Twitter'],"['CEO Jack Dorsey apologized for it on the company\'s earnings call last week, saying: ""Last week was a really tough week for all of us at Twitter, and we feel terrible about the security incident.""']"
2700,['Anu Bourgeois'],['Georgia State University'],"['""The way (the transition to remote working) happened, instantly, there was no warning, and all of a sudden people were just told, \'you\'re not going back to work tomorrow,\'"" said Anu Bourgeois, an associate professor of computer science at Georgia State University.']"
2701,['Donald Trump'],['Yankees'],"[""President Donald Trump said Sunday he's postponed his plan to throw out the opening pitch at a New York Yankees game next month, extending his run as the only modern president to not take part in the longstanding tradition.""]"
2702,['Norman Quirion'],['the Clarksville Rotary Club'],"['""It gives the ability to teachers to give supplies to students who may or may not have them or have access to them,"" said volunteer Norman Quirion with the Clarksville Rotary Club.']"
2703,['Robert Redfield'],['CDC'],"['""It is critically important for our public health to open schools this fall,"" CDC Director Dr. Robert Redfield said.']"
2704,['Naya Rivera'],"[""the Ventura County Sheriff's Office""]","['The body of former ""Glee"" actress Naya Rivera was found in a Southern California lake on July 13, the Ventura County Sheriff\'s Office said.']"
2706,['Rodgers'],['the Leicester Mercury'],"['""I can\'t fault the spirit,"" Rodgers was quoted as saying by the Leicester Mercury.']"
2708,['Hogan'],['the National Governors Association'],"[""Hogan, the chair of the National Governors Association, said his own state is still waiting for more personal protective equipment for nursing homes and argued that the federal government needs to ramp up the nation's coronavirus testing capabilities as some states see waits of 10 days or more for results.""]"
2709,['Dolly Gee'],['US Immigration and Customs Enforcement'],"[""In a Saturday ruling, Judge Dolly Gee appeared to make the upcoming deadline moot by saying that US Immigration and Customs Enforcement doesn't have to release children if the three ways outlined in her previous order can't be met.""]"
2710,['Fluharty'],['ICE'],"['""The bottom line for me is that kids are detained indefinitely and they have no way out unless ICE agrees to do it or families agree to be separated,"" Fluharty said.']"
2711,['Brendan Rodgers'],"['Leicester', 'the Champions League']","[""Leicester manager Brendan Rodgers said on the eve of the game it would still be a good season for his side if it didn't qualify for the Champions League but he is sure to be bitterly disappointed.""]"
2714,['Nancy Pelosi'],"['House', 'CBS']","['House Speaker Nancy Pelosi addressed Republicans\' potential benefit change on Sunday, saying on CBS\' ""Face the Nation"" that she would prefer to see enhanced unemployment benefits paid at a flat rate, not as a portion of a worker\'s lost wages as Republicans are preparing to propose.']"
2715,['George Floyd'],['Quinnipiac'],"['A Quinnipiac poll reflected a similar reality, with 67% of registered voters saying they supported protests in response to the death of George Floyd.']"
2717,['Steve Mnuchin'],"['Treasury', 'Fox News']","['""We want to move forward quickly, the bill will be introduced Monday, we are prepared to act quickly,"" Treasury Secretary Steve Mnuchin said on ""Fox News Sunday.""']"
2718,['Mark Meadows'],"['White House', 'ABC']","['White House chief of staff Mark Meadows said on ABC\'s ""This Week"" that ""the original benefits will not"" be in the new bill, adding that ""the original unemployment benefits actually paid people to stay home.""']"
2719,['Francis Collins'],['the National Institutes of Health'],"['The director of the National Institutes of Health, Dr. Francis Collins, said last week that such a delay ""undercuts the value of the testing, because you do the testing to find out who\'s carrying the virus and then quickly get them isolated so they don\'t spread it around.""']"
2720,['Giroir'],"['Quest', 'LabCorp']","['Giroir also said that last week, pool testing was authorized at Quest and LabCorp, which will help ""improve efficiency.""']"
2724,['Francis Collins'],['the National Institutes of Health'],"['The director of the National Institutes of Health, Dr. Francis Collins, said last week that such delays ""undercuts the value of the testing, because you do the testing to find out who\'s carrying the virus and then quickly get them isolated so they don\'t spread it around.""']"
2725,['Andrew Flintham'],['TUI'],"['Andrew Flintham, TUI\'s Managing Director, earlier said the company was ""incredibly disappointed"" by the reversal from the British government.']"
2726,['Gonzalez Laya'],['Covid-19'],"['Speaking to reporters in Madrid on Sunday, Gonzalez Laya said the popular holiday destinations should be excluded because the epidemiological Covid-19 data there is ""extremely positive"" and ""well below data in the UK.""']"
2727,['Trump'],['The Suburban Housewives of America'],"['But in the Thursday afternoon tweet that seemed straight out of the 1950s, Trump said ""The Suburban Housewives of America must read this article.']"
2728,['Michelle Obama'],['CNN'],"['Washington, DC (CNN) Former first lady Michelle Obama is making a push to register voters 100 days out from Election Day , saying in a new video message out Sunday that the ""election could not be more important for the future of our country.""']"
2729,['Akil Cole'],['Hialeah-Miami Lakes Senior High School'],"['Akil Cole, 18, a recent graduate of Hialeah-Miami Lakes Senior High School and another student from the Miami coalition said that for him, voter engagement efforts online is something new, ""it\'s honestly kind of nerve wracking sometimes.""']"
2730,['Raab'],['Sky News'],"['Speaking on Sky News on Sunday, Raab said the government ""took the decision as swiftly as we could, and we can\'t apologize for doing so.""']"
2731,['Andrew Flintham'],['TUI'],"['It demonstrates why clear regional travel corridors need to be considered,"" TUI\'s Managing Director Andrew Flintham said in the statement.']"
2732,['Jonathan Ashworth'],['Shadow Health'],"['""I think that tells you everything about the government\'s approach to this,"" Shadow Health Secretary Jonathan Ashworth said.']"
2733,['Derek Van Dam'],['CNN'],"[""Already, some of the southernmost parts of Texas have received over a foot of rain as the center of the storm was crossing over to northeastern Mexico, CNN meteorologist Derek Van Dam said, but the rain isn't letting up just yet.""]"
2734,['Bruce Anderson'],['Health'],"['""Some of the cases we\'re reporting today are associated with existing clusters, known cases and household spread, but others are new, unassociated cases that indicate increasing community spread,"" Health Director Bruce Anderson said in a statement.']"
2736,['Coelho'],['the Supreme Court'],"['""There have been lawsuits filed — in 2019 over 2,000 were filed and one of them got all the way to the Supreme Court and won,"" Coelho said.']"
2737,['Mary Garcia'],"['Putnam County Health', 'CNN']",['Putnam County Health Officer Mary Garcia confirmed the fatality to CNN and said she was unaware of any underlying medical conditions.']
2738,['Derek Van Dam'],['CNN'],"['Regardless of its exact track and whether it makes a direct landfall, severe impacts are still anticipated across the islands as the threats extend well away from the storms center,"" said CNN meteorologist Derek Van Dam.']"
2740,['Miquelon'],['JOANN'],"[""Miquelon declined to say whether JOANN employees are trained to refuse customers who don't wear face masks.""]"
2741,['Breonna Taylor'],['EMT'],"['""We are dedicating this season to Breonna Taylor, an outstanding EMT who was murdered over 130 days ago in her home,"" Clarendon said.']"
2742,['Stephen Hahn'],"['FDA', 'FDA']","['""FDA\'s authorization ... is a step toward the type of broad screening that may help enable the reopening of schools and workplaces,"" FDA Commissioner Dr. Stephen Hahn said in a statement Friday.']"
2743,['Anthony Fauci'],['the National Institute of Allergy and Infectious Diseases'],"[""Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, said that even if a vaccine candidate is successful by year's end, it would be several months -- well into 2021 -- before vaccination is widespread.""]"
2744,['Robert Redfield'],['CDC'],"['But on Friday, CDC Director Robert Redfield said counties with positivity rates of higher than 5% would be places that might consider keeping schools closed.']"
2745,['Mitch McConnell'],"['Senate', 'Senate', 'House']",['Senate Majority Leader Mitch McConnell said that he hopes in the next two to three weeks the Senate will be able to get the next coronavirus relief bill to the House.']
2746,['McConnell'],['The White House'],"[""The White House is pushing for it, and McConnell said Tuesday that he's in favor of including them in the next relief package.""]"
2747,['Katey Evans'],['Facebook'],"['Her daughter was also among the 12 people who were given incorrect test results, but is doing well and not showing any symptoms, Katey Evans said in her second Facebook video.']"
2748,['Steven Mnuchin'],['Treasury'],"['Treasury Secretary Steven Mnuchin said Thursday that extending the program, which was part of the $2 trillion economic aid package passed in March, is a priority.']"
2749,['Ernie Tedeschi'],['Evercore ISI'],"['That would equate to about $200 a week, said Ernie Tedeschi, an economist at Evercore ISI.']"
2750,['Andrew Stettner'],['The Century Foundation'],"['""No one wins and everyone loses if we allow supplemental UI benefits to expire with no replacement,"" said Andrew Stettner, senior fellow at The Century Foundation, who estimates 25 million Americans are receiving the federal payments.']"
2751,['Nancy Vanden Houten'],"['Covid-19', 'Oxford Economics']","['""The labor market remains in a precarious place as Covid-19 cases surge in some parts of the country and stricter measures are adopted in response,"" said Nancy Vanden Houten, lead US economist for Oxford Economics.']"
2754,['Kayleigh McEnany'],"['White House', 'CDC']","['But White House press secretary Kayleigh McEnany stressed Friday that CDC officials have said the rate of infection has generally been low among children and argued that schools ""are essential places of business"" and ""teachers are essential personnel.""']"
2755,['McEnany'],['CDC'],"['""The best available evidence indicates if children become infected, they are far less likely to suffer severe symptoms,"" McEnany said, pointing to CDC guidance.']"
2756,['Fauci'],['The Washington Post'],"['""As a broad, default position we should try as best as we possibly can to keep the children in school and to get them back to school when the school season starts,"" Fauci said during a live interview with The Washington Post, ""because of the downstream, unintended ripple-effect consequences of keeping children out of school, and the impact on parents who need to take care of them.""']"
2757,['James Hammond'],['New Generation Research'],"['""A retail sector already in upheaval in the face of changing consumer habits in 2019 is now additionally faced with a massive demand shock for which there is no cure,"" said James Hammond, the CEO of New Generation Research.']"
2761,['Donald Trump'],['CNN'],"['(CNN) As President Donald Trump struggles to navigate a pandemic response amid his sagging reelection prospects, he has stretched the limits of his executive authority in ways his political advisers say will help him come November -- while deflecting onto governors and mayors the responsibility for a public health crisis he has failed to contain.']"
2762,['Trump'],['Fox News'],"['""I want people to have a certain freedom,"" Trump said on ""Fox News Sunday"" over the past weekend as he explained his refusal to issue a nationwide order that people wear masks in public.']"
2763,['Greta Rasmussen DeCoster'],"['DeCosters', 'ACT']","['The DeCosters said they filed a complaint with ACT officials to bring awareness to what goes on inside testing centers, but were told the investigation would likely take five weeks -- which Greta Rasmussen DeCoster said is more than enough time ""for many other students to get the virus from an ACT testing center.""']"
2764,['Alison Tedstone'],['Public Health England'],"['""The current evidence is clear that being overweight or obese puts you at greater risk of serious illness or death from Covid-19, as well as from many other life-threatening diseases,"" said Chief Nutritionist at Public Health England Alison Tedstone in a statement.']"
2765,['Johnson'],['Covid-19'],"['Losing weight is frankly one of the ways that you can reduce your own risks from Covid-19,"" Johnson said.']"
2766,['Traci Torres'],['My Pet Chicken'],"['Sales of backyard chicken coops have skyrocketed since the start of the pandemic, said Traci Torres, CEO of My Pet Chicken.']"
2767,['Chico'],['Thomson'],"['Chico and his son tested positive for the virus, Thomson said.']"
2768,['Dennis Feltgen'],['NOAA'],"['""We took steps early to protect the facility to ensure a safe environment for our staff,"" says Dennis Feltgen, a communications officer for NOAA.']"
2771,['Giovanni Traverso'],"['MIT', ""Brigham and Women's Hospital""]","['""One of the key things we recognized early on was that in order to help meet the demand, we needed to really restrict ourselves to methods that could scale,"" said Dr. Giovanni Traverso, an assistant professor of mechanical engineering at MIT and a gastroenterologist at Brigham and Women\'s Hospital.']"
2774,['Linda Bauld'],['the University of Edinburgh'],"['""There are important differences in the approach, and also important differences in the public perception of the approach,"" said Linda Bauld, professor of public health at the University of Edinburgh.']"
2775,['Frieden'],['Axios'],"[""“This\xa0is the first time we've had an anti-vaccine movement before we've had the vaccine,”\xa0Frieden said\xa0in a podcast sponsored by the online news site Axios.""]"
2776,['Frieden'],['Resolve to Save Lives'],"[""“There's already too much suspicion and hesitancy about vaccines, and the way to address that is to just say it like it is and be sure that we're saying what we're doing, when we're doing it, what we're learning, when we're learning it,” said Frieden, who is now the president of Resolve to Save Lives.""]"
2777,['Stefanie Fay'],['HIT Boot Camp'],"['“Gyms that are making these major changes and spending the money to make sure it’s safe… you haven’t heard of any breakouts, we haven’t had any gyms that have to shut down,” HIT Boot Camp owner Stefanie Fay said.']"
2778,['Sean Feucht'],['Hold The Line'],"['""While outdoor faith gatherings are allowed, this event did not follow state guidelines"" such as people staying 6 feet apart or wearing masks when that\'s not possible, and therefore the event ""put our community at risk,"" the county agency said in a news release\n\nThe event was publicized by Hold The Line , a faith-based political activist movement created by Sean Feucht , a Christian worship musician in Northern California who ran and lost in a March primary for the state\'s 3rd Congressional District seat.']"
2779,['Mukesh Ambani'],"['Jio', 'Reliance Industries']","['""They should not be deprived of the benefits of the digital and data revolution,"" said Mukesh Ambani, the CEO of Jio parent company Reliance Industries and the richest man in Asia, during a company event last week.']"
2780,['Tarun Pathak'],"['Jio', 'Counterpoint Research']","['""Jio is a company that\'s very focused on the rural side, because that\'s the real India,"" said Tarun Pathak, associate director at Counterpoint Research.']"
2781,['Pathak'],"['Jio', 'Google', 'YouTube']","['Getting them on 4G or 5G smartphones would be a ""win-win"" for both companies, Pathak said, because Jio can provide new users with data plans, while Google serves them YouTube, search, maps and other apps.']"
2782,['Pathak'],['Google'],"['And for Google, ""it\'s less about money, it\'s more about profiling users,"" said Pathak.']"
2783,['Blaise Fernandes'],['Gateway House'],"['India is also ""a dream for any tech company given the diversity,"" said Blaise Fernandes, director at Gateway House.']"
2784,['Stephen Ubl'],['PhRMA'],"['""Yet, in the middle of global pandemic, when nearly 145,000 Americans have lost their lives and millions of others have suffered untold economic hardships, this administration has decided to pursue a radical and dangerous policy to set prices based on the rates paid in countries that he has labeled as socialist, which will harm patients today and into the future,"" said Stephen Ubl, CEO of PhRMA, a leading industry association.']"
2785,['JC Scott'],"['Medicare', 'the Pharmaceutical Care Management Association']","['""Reviving a rebate reform proposal now does not address the underlying flaws -- that it will drastically increase Medicare premiums for America\'s seniors and most vulnerable,"" said JC Scott, CEO of the Pharmaceutical Care Management Association.']"
2786,['Jose Vasquez'],['Covid-19'],"[""At least 50% of the patients admitted in the hospital's emergency room have tested positive for Covid-19, Dr. Jose Vasquez, the county's health authority, said in a news conference earlier this week.""]"
2787,['Vasquez'],['Covid-19'],"['This rural South Texas county began seeing an increase in positive cases about a month ago, Vasquez said, and the hospital admitted its first Covid-19 patient at that time.']"
2788,['Tang Juan'],['Justice Department'],"['Tang Juan, a researcher who said she was focusing on biology, ""was a fugitive from justice until last night,"" a senior Justice Department official said, but has now been charged in Sacramento.']"
2789,['Pompeo'],['State Department'],"['The encounter left Pompeo irate, the State Department official said.']"
2790,['Wang Wenbin'],['Foreign Ministry'],"['US personnel at the consulate ""engaged in activities inconsistent with their identities, they interfered in China\'s internal affairs, and harmed China\'s national security interest,"" said Wang Wenbin, a spokesperson for China\'s Foreign Ministry.']"
2791,['Morgan Ortagus'],['US State Department'],"['US State Department spokeswoman Morgan Ortagus said Wednesday the consulate was directed to close ""in order to protect American intellectual property and Americans\' private information.""']"
2792,['Mike Pompeo'],"['State', 'State Department']","['The encounter left Secretary of State Mike Pompeo irate, the State Department official said.']"
2793,['Taylor Mason'],"[""Taylor's Tacos"", ""Discover Card's"", 'Eat It Forward', 'University of California Santa Cruz']","[""Taylor Mason, co-owner of Taylor's Tacos in Chicago, recently was chosen to receive a $25,000 award for black-owned restaurants from Discover Card's Eat It Forward campaign More than 40% of Black business owners across America said they were no longer working in April, according to a University of California Santa Cruz analysis.""]"
2794,['Ciara'],['Hodges Bar-B-Q'],"['her teenage years eating ox tails, rice and gravy at Hodges Bar-B-Q in the metro-Atlanta area where she also enjoyed peach cobbler at Annie Laura\'s Kitchen and was a huge fan of the formerly named Ciara herself is a huge soul food lover who said she grew up eating pickled pigs feet, chitterlings and other Southern ""goodies.""']"
2795,"[""Gladys Knight's""]",['Hodges Bar-B-Q'],"['She recalled spendingher teenage years eating ox tails, rice and gravy at Hodges Bar-B-Q in the metro-Atlanta area where she also enjoyed peach cobbler at Annie Laura\'s Kitchen and was a huge fan of the formerly named Gladys Knight\'s Chicken and Waffles ""I\'d get the smothered chicken with rice and gravy,"" she said.']"
2796,['Jarod Hanson'],['the University of Maryland School of Medicine'],"['There always are,"" said Jarod Hanson, a public-health consultant at the University of Maryland School of Medicine, who called the US response thus far ""an utter failure.""']"
