idx.1,idx,idx.1,quote,people,educ_inst
5211,3867,5211,"'We have a great opportunity ahead of us, but I don’t see us making any progress,” said Amitabh Chandra, a health economist at Harvard, who once was a co-author of an essay describing health care as “recession-free,” and not in a good way.'",['Amitabh Chandra'],Harvard University
5213,3868,5213,"'I think it’s really important to offer some hope that this is actually a good time to help kids have more positive stuff going on in their relationships,” said Laurie Kramer, Ph.D., a professor of applied psychology at Northeastern University in Boston and an expert on sibling relationships.'","['Laurie Kramer', 'Ph.D.']",Northeastern University
5213,3869,5213,"'Siblings are often children’s first experiences in ‘peer-like’ interactions, so the skills they develop can help them when they go to school and interact with peers,” said Kimberly Updegraff, Ph.D., a professor of family and human development at Arizona State University who has studied sibling relationships for more than two decades.\n\n\n'","['Kimberly Updegraff', 'Ph.D.']",Arizona State University
5240,3892,5240,"'“Health care systems and hospitals are businesses,” said Dr. Sirina Keesara, who researches health system design at Stanford University and co-authored a recent editorial in The New England Journal of Medicine.'",['Sirina Keesara'],Stanford University
5240,3894,5240,"'I think there’s going to be huge pressure to abandon all this,” said Dr. Kevin Schulman, a hospitalist and economist at Stanford University and a co-author of The New England Journal editorial.'",['Kevin Schulman'],Stanford University
5240,3895,5240,"'Sometimes we need to have life-changing conversations,” added Dr. Andrea Jonas, a pulmonologist and critical-care specialist at Stanford University and a co-author of The New England Journal editorial.'",['Andrea Jonas'],Stanford University
5255,3907,5255,"'We talked about not doing it,” but ultimately decided Selena’s fans would be disappointed, said John Demsey, an executive group president at Estée Lauder who oversees MAC and other brands.'",['John Demsey'],University of Macau
5275,3923,5275,"'Karen Stohr, a professor of moral philosophy at Georgetown University, argues that people with the luxury of staying home should consider “whether we are bearing our fair share of the collective risk or whether our comfort is coming at too high a price to others.'",['Karen Stohr'],Georgetown University
5278,3925,5278,"'You’ve killed it essentially,” said William P. Bahnfleth, a professor of architectural engineering at Pennsylvania State University.\n\n\n'",['William P. Bahnfleth'],Pennsylvania State University
5278,3928,5278,"'Not soon enough to help us with the current wave,” said David Brenner, director of the Center for Radiological Research at Columbia University Medical Center.'",['David Brenner'],Columbia University
5279,3929,5279,"'We’re in the middle of a global trial-and-error period to try to find the best solution in a very difficult situation,” said Tom Inglesbury, who directs the Center for Health Security at Johns Hopkins University.\n\n\n'",['Tom Inglesbury'],Johns Hopkins University
5279,3930,5279,"'Any reopening measure aims “to balance at least three different things,” said Ezekiel J. Emanuel, chairman of the Department of Medical Ethics and Health Policy at the University of Pennsylvania.\n\n\n'",['Ezekiel J. Emanuel'],University of Pennsylvania
5293,3944,5293,"'The quality of care declines after the private equity buyout, which seems to reflect staffing cuts,” said one of the report’s authors, Sabrina T. Howell, assistant professor of finance at New York University’s Stern School of Business.\n\n\n'",['Sabrina T. Howell'],New York University
5293,3946,5293,"'A lot of these nursing homes are trying to get immunity because of Covid, and that is really scary because some of these companies are so negligent,” said Charlene Harrington, a professor emerita of nursing at the University of California, San Francisco.'",['Charlene Harrington'],"University of California, Berkeley"
5299,3953,5299,"'They might perhaps have slightly jumped the gun,” said Prof. Peter Openshaw of Imperial College London, a member of the government’s New and Emerging Respiratory Virus Threats Advisory Group.'",['Peter Openshaw'],Imperial College London
5305,3960,5305,"'The underlying health and social disparities that drive inequality in health and life expectancy have been there all along, and this virus has just laid them bare,” said Dr. Riyaz Patel, an associate professor of cardiology at University College London.'",['Riyaz Patel'],University College London
5306,3961,5306,"'While some of the children with this condition do end up with respiratory problems and a few have needed to be on ventilators, “it seems to be less a lung-specific disease,” said Dr. Steven Kernie, chief of pediatric critical care medicine at Columbia University and NewYork-Presbyterian Morgan Stanley Children’s Hospital, which has treated between 10 and 20 children with the condition, ranging from infants to older teenagers.\n\n\n'",['Steven Kernie'],Columbia University
5323,3977,5323,"'There’s just no evidence that this partial reopening in Georgia has significantly changed anything in the economy,” said John Friedman, an economist at Brown University and a co-director of Opportunity Insights, a Harvard-based organization that is publicly tracking economic data on the crisis from a number of private companies.'",['John Friedman'],Brown University
5343,3988,5343,"'That was a deliberate act to follow him around and see if you can get any dirt on him,” said David King, a former chief scientific adviser to the government now at Cambridge University.'",['David King'],University of Cambridge
5349,3991,5349,"'We are going to see more and more cases like this one,” said Dominic Sisti, an assistant professor of medical ethics at the University of Pennsylvania.\n\n\n'",['Dominic Sisti'],University of Pennsylvania
5353,3999,5353,"'I would say this is not surprising in a sense,” said Alessandro Vespignani, director of the Network Science Institute at Northeastern University in Boston.'",['Alessandro Vespignani'],Northeastern University
5355,4003,5355,"'This helped Detroit in the macroeconomic sense in getting foot traffic where there hadn’t been any,” said Carol O’Cleireacain, an adjunct professor of public affairs at Columbia University and the former deputy mayor for economic policy in Detroit.'",['Carol O’Cleireacain'],Columbia University
5361,4011,5361,"'Reactions that seem unwarranted for a given circumstance, or different than a child’s typical demeanor, can be cues of underlying distress,” said Joy Gabrielli, a psychologist and assistant professor in the University of Florida’s Department of Clinical and Health Psychology.\n\n\n'",['Joy Gabrielli'],University of Florida
5395,4039,5395,"'They got a bit over their skis on title, conclusions,” wrote Brian Wasik, an evolutionary biologist at Cornell University.'",['Brian Wasik'],Cornell University
5395,4040,5395,"'I think those claims are suspect, to say the least,” wrote Bill Hanage, an epidemiologist at the Harvard T.H. Chan School of Public Health.\n\n\n'",['Bill Hanage'],Harvard University
5398,4041,5398,"'You just have to create an environment that has a lot of oxygen and where natural microorganisms can thrive,” said Kayoko Kondo, a researcher in the Department of Environmental Design at Kyushu University who helped popularize the cardboard box method in Japan.'",['Kayoko Kondo'],Kyushu University
5409,4057,5409,"'Being forced to be at home is amplifying the differences we already know exist,” said Barbara Risman, a professor at the University of Illinois at Chicago and part of a group of sociologists who analyzed the data.'",['Barbara Risman'],University of Illinois at Chicago
5420,4065,5420,"'It’s a great first step,” said Dr. Robert Finberg, chairman of the department of medicine at the University of Massachusetts Medical School.\n\n\n'",['Robert Finberg'],University of Massachusetts
5420,4066,5420,"'Their pricing should reflect that the government not only invested substantial funds, but at risky stages,” said Dr. Aaron Kesselheim, a professor of medicine at Harvard University who studies drug pricing.\n\n\n'",['Aaron Kesselheim'],Harvard University
5428,4072,5428,"'Everyone understands the task force and refers to it as the coordinating body, where policies came out, messaging came out, guidelines were centralized from this one body,” said Dr. Leana S. Wen, an emergency physician and public health professor at George Washington University.'",['Leana S. Wen'],George Washington University
5429,4077,5429,"'I’m of the firm belief that you can’t be pro-life and vote Democrat,” said Ms. Crawford, 20, a graduating junior at Ohio State University who will vote in her home state, Minnesota.'",['Crawford'],Ohio State University
5429,4079,5429,"'” Ilana Miller, 20, a student at Washington University in St. Louis, expressed frustration that Mr. Trump, instead of uniting the country against the coronavirus, was “talking about himself and his own reputation.'","['Ilana Miller', 'Trump']",University of Washington
5432,4082,5432,"'A growing body of evidence shows excessive sitting to be linked with various health risks, low self-esteem and decreased academic achievement in school-aged children and youth,” says Taija Juutinen Finni, a professor of health sciences at the University of Jyvaskyla in Finland who studies inactivity in young people.\n\n\n'",['Taija Juutinen Finni'],University of Jyväskylä
5432,4083,5432,"'don’t try to be the P.E. teacher,” says Ali McManus, a professor of health and exercise at the University of British Columbia Okanagan campus, whose research focuses on children.'",['Ali McManus'],University of British Columbia
5440,4091,5440,"'Most common surfaces in homes and hospitals have less than 100 organisms per square centimeter,” said Dr. David Weber, a professor of medicine and epidemiology at the University of North Carolina at Chapel Hill.\n\n\n'",['David Weber'],University of North Carolina at Chapel Hill
5447,4103,5447,"'It was like a great forgetting took place,” Wendy Parmet, a public health law scholar at Northeastern University, told me.'",['Wendy Parmet'],Northeastern University
5463,4121,5463,"'Uber and Lyft have lived a kind of charmed life in terms of escaping law enforcement generally, and particularly with regard to employment law,” said William B. Gould IV, a law professor at Stanford University and the former chairman of the National Labor Relations Board.'",['William B. Gould IV'],Stanford University
5489,4144,5489,"'This semester “has the potential to raise expectations of using these online resources to complement what we were doing before, in an evolutionary way, not a revolutionary way,” said Eric Fredericksen, associate vice president for online learning at the University of Rochester.'",['Eric Fredericksen'],University of Rochester
5502,4156,5502,"'It was very conscious on my part,” said Ms. Anderson, now an instructor of student professional development in the college of business at the University of Illinois at Chicago.'",['Anderson'],University of Illinois at Chicago
5506,4160,5506,"'You’re learning every single day, and you’re going to be making changes in your advice and guidance,” said Glen Nowak, the director of the Grady Center for Health and Risk Communications at the University of Georgia.'",['Glen Nowak'],University of Georgia
5508,4164,5508,"'It just seems that people are getting a little tired collectively of staying at home after we passed that one-month mark,” Lei Zhang, the director of the Maryland Transportation Institute at the University of Maryland, College Park, said.\n\n\n'",['Lei Zhang'],"University of Maryland, College Park"
5521,4168,5521,"'As the psychologist William James wrote long ago, ‘My thinking is first and last and always for the sake of my doing,’” said Nicholas Epley, a professor of behavior science at the University of Chicago Booth School of Business.'",['Nicholas Epley'],University of Chicago
5532,4177,5532,"'Given the extraordinary crisis that the American people have endured, and the need for the president to exercise a core governmental function to address the nation about an ongoing public-health crisis,” Mr. Bernhardt wrote in an order issued Friday, “I am exercising my authority to facilitate the opportunity for the president to conduct this address within the Lincoln Memorial.”\n\n\n'",['Bernhardt'],University of Nebraska-Lincoln
5561,4195,5561,"'Most countries in the world have less frequent visits with better outcomes,” said Dr. Erica Cahill, M.D., an assistant professor of obstetrics and gynecology and complex family planning at Stanford University.'",['Erica Cahill'],Stanford University
5569,4201,5569,"'It’s a hard call,” said Dr. Mary Prunicki, who researches air pollution at Stanford University.'",['Mary Prunicki'],Stanford University
5569,4202,5569,"'As you batter the lungs, which is what’s happening when you breathe wildfire smoke, the defense mechanisms get overwhelmed,” said Katharine Hammond, a professor of environmental health sciences at the University of California, Berkeley.\n\n\n'",['Katharine Hammond'],"University of California, Berkeley"
5573,4207,5573,"'The effect of these new homemade appearances, said Sharon Marcus, a professor of comparative literature at Columbia University and author of “The Drama of Celebrity,” is that reality suddenly looks realer now the camera crews, makeup teams and lighting artists that normally create that veneer of glamour are stuck in their own homes somewhere else.'",['Sharon Marcus'],Columbia University
5576,4208,5576,"'David Axelrod (@DavidAxelrod), a former senior strategist for Barack Obama’s presidential campaigns, is the director of the nonpartisan Institute of Politics at the University of Chicago; David Plouffe (@DavidPlouffe) was the campaign manager for Mr. Obama’s 2008 campaign and is the author of “A Citizen’s Guide to Beating Donald Trump.'","['David Axelrod', 'Obama', 'David Plouffe']",University of Chicago
5579,4211,5579,"'Dr. Daniel Taylor, an associate professor at Drexel and St. Christopher’s Hospital for Children, wrote that his biggest worry was “post-Covid amplification of existing inequities in health care for impoverished children and children of color with no viable plan, political will or financing for recovery.'",['Daniel Taylor'],Drexel University
5601,4228,5601,"'We tend to like our leaders to appear confident and assured,” said Alicia Grandey, a psychology professor at Pennsylvania State University who has studied emotion in the workplace.\n\n\n'",['Alicia Grandey'],Pennsylvania State University
5638,4258,5638,"'These are not insolvable problems,” said Marion Nestle, a food studies professor at New York University.'",['Marion Nestle'],New York University
5640,4261,5640,"'Still, “these could be a first step,” said Dr. Mihai Netea, an immunologist at Radboud University in the Netherlands who is leading another one of the trials.'",['Mihai Netea'],Radboud University Nijmegen
5640,4263,5640,"'We can’t be certain as to what the outcome will be, but I suspect it’ll have an effect” on the coronavirus, said Jeffrey Cirillo, a microbiologist and immunologist at Texas AM University who is leading one of the B.C.G. trials.'",['Jeffrey Cirillo'],Texas A&M University
5645,4265,5645,"'The general idea is a good one,” said Jon Zelner, an epidemiologist at the University of Michigan.'",['Jon Zelner'],University of Michigan
5654,4267,5654,"'In a call on April 23 with Egypt’s foreign minister, Secretary of State Mike Pompeo “emphasized that detained U.S. citizens be kept safe and provided consular access during the Covid-19 pandemic,” a State Department spokeswoman said.\n'",['Mike Pompeo'],Pennsylvania State University
5673,4282,5673,"'One of the biggest lessons from recent weeks is that “the world is largely unprepared for instability in North Korea,” said Leif-Eric Easley, a professor of international studies at Ewha Womans University in Seoul.\n\n\n'",['Leif-Eric Easley'],Ewha Womans University
5678,4290,5678,"'It’s clearly a life-or-death-sort-of-level decision,” said Dr. Larry Chang, an infectious-diseases specialist at Johns Hopkins University.'",['Larry Chang'],Johns Hopkins University
5693,4302,5693,"'The pulse oximeter has become “an indispensable addition to medicine,” said V. Courtney Broaddus, a professor emeritus of medicine at the University of California, San Francisco.'",['V. Courtney Broaddus'],"University of California, Berkeley"
5697,4305,5697,"'It’s the signature of a whole community,” said Krista Wigginton, an environmental engineer at the University of Michigan who has been finding the coronavirus in wastewater around the Bay Area in California.\n\n\n'",['Krista Wigginton'],University of Michigan
5713,4321,5713,"'All of a sudden, we are inundated with toes,” said Dr. Fox, who practices at the University of California, San Francisco.'",['Fox'],"University of California, Berkeley"
5715,4323,5715,"'People are coming off wait lists all over the place right now,” said Debra Felix, a former admissions director at Columbia University who now runs her own student advising service.'",['Debra Felix'],Columbia University
5717,4326,5717,"'I worry because I’ve received calls from many patients asking if they should stop their medicine or switch to something else, and some even stopped their medications without asking me,” Dr. Harmony Reynolds, the associate director of the cardiovascular research center at the New York University Grossman School of Medicine, said in an interview.\n\n\n'",['Harmony Reynolds'],New York University
5719,4327,5719,"'If people are going back to work, and they’re going to be tested presumably on a regular basis, we really do need to less invasive sampling methods than the swabs,” said Angela Rasmussen, a virologist at Columbia University.'",['Angela Rasmussen'],Columbia University
5728,4334,5728,"'Timothy Sheahan, a virologist at the University of North Carolina who was not involved in the new studies cautioned that it will take more testing to make sure these promising drugs are safe to give to patients ravaged by Covid-19.\n\n\nCancer drugs, for example, can be “like a sledgehammer to your body,” he noted.'",['Timothy Sheahan'],University of North Carolina at Chapel Hill
5767,4375,5767,"'I normally train at Vanderbilt University, but those courts are shut down,” said Sandgren, who has spent the last several weeks living on his own and even taking an open online neuroscience course from Harvard.'",['Sandgren'],Harvard University
5787,4394,5787,"'Mr. Biden’s Senate papers are housed at the University of Delaware but are not open to the public, according to Andrea Boyle Tippett, the university’s director of external relations.\n\n\n'",['Biden'],University of Delaware
5794,4406,5794,"'The ability to generate activities by yourself for yourself, that is a real asset,” said Anders Ericsson, a professor of psychology at Florida State University.\n\n\n'",['Anders Ericsson'],University of Florida
5796,4410,5796,"'Movement distances and patterns are really tightly linked to the availability of resources like food, places to burrow and mates,” said Kaylee Byers, a Ph.D. candidate at the University of British Columbia who works with the Vancouver Rat Project, an urban research initiative.'",['Kaylee Byers'],University of British Columbia
5802,4418,5802,"'The tragedy is, it’s cyclical,” said Natalia Linos, executive director of Harvard University’s François-Xavier Bagnoud Center for Health and Human Rights.'",['Natalia Linos'],Harvard University
5802,4419,5802,"'These stories, of women entering the workplace and bringing their families out of poverty, of programs lifting the trajectories of families, those stories will be easy to destroy,” said Abhijit Banerjee, a professor at the Massachusetts Institute of Technology and a winner of the 2019 Nobel Prize for economics.\n\n\n'",['Abhijit Banerjee'],Massachusetts Institute of Technology
5820,4433,5820,"'While most patients recover in about a week, a significant minority of patients enter “a very nasty second wave” of illness, said Dr. Ilan Schwartz, assistant professor of infectious disease at the University of Alberta.'",['Ilan Schwartz'],University of Alberta
5849,4462,5849,"'“votes are almost never cliffhangers,” said Jared Ellias, a professor at the University of California'",['Jared Ellias'],"University of California, Berkeley"
5856,4474,5856,"'The plan when the vintage watch collectors began the company in 2015 was “to create something that was different” and “more fairly priced” than the average $300 fashion watch, said Mr. Eriksen, 32, in a phone interview from the studio in the Frederiksberg area of Copenhagen, where he and Mr. Larsen, 33, work with four employees.\n\n\n'","['Frederiksberg', 'Larsen', 'Eriksen']",University of Copenhagen
5861,4481,5861,"'But those sentiments will fade if the government is viewed as having bungled the response to the coronavirus, according to Tim Bale, a professor of politics at Queen Mary University in London.\n\n\n'",['Tim Bale'],Queen Mary University of London
5864,4485,5864,"'I hope the striking improvements in air quality we’ve seen remind us what things could be like if we shifted to green power and electric vehicles,” said Rob Jackson, an earth scientist at Stanford University.'",['Rob Jackson'],Stanford University
5913,4528,5913,"'The challenge of this stuff is it could occur, but locally,” potentially straining transformers and other equipment in areas that are mostly residential, said Vijay Modi, a professor of mechanical engineering at Columbia who is involved in the study.'",['Vijay Modi'],Columbia University
5921,4536,5921,"'It’s the spouse you’re ready to kill, the stranger you’re ready to kill,” said Sherry Amatenstein, a clinical social worker and therapist in the Long Island City neighborhood of Queens.'",['Sherry Amatenstein'],The University of Queensland
5926,4538,5926,"'There’s this idea that generations exist as unique groups of people who are different from others because they experienced particular things at a particular point in time, but there’s no evidence for that,” David Costanza, a professor of organizational psychology at George Washington University, told me.'",['David Costanza'],George Washington University
5938,4542,5938,"'We’ve already learned what moving fast and breaking things can do to society,” said Woodrow Hartzog, a professor of law and computer science at Northeastern University, referring to the negative consequences of a tech mind-set that values speed and disruption above all else.\n\n\n'",['Woodrow Hartzog'],Northeastern University
5941,4547,5941,"'I’ve never seen a reference to a pandemic in that context,” said Charles Elson, director of the John L. Weinberg Center for Corporate Governance at the University of Delaware, the state where the L Brands-Sycamore case is being litigated.'",['Charles Elson'],University of Delaware
5945,4551,5945,"'Andrew was and still is a very attractive candidate,” said State Senator John Liu of Queens, the only Asian-American to ever run for mayor of New York.'",['John Liu'],Pennsylvania State University
5957,4563,5957,"'Mr. Mfume, in a statement to The Sun, said that “sometimes strong-willed leaders have differences of opinion.'",['Mfume'],Sun Yat-sen University
5997,4594,5997,"'The firms that were the top dogs going into the crisis also happen to have the most resilient business models because they can do everything online,” said Thomas Philippon, a professor of finance at New York University.'",['Thomas Philippon'],New York University
5997,4596,5997,"'Their piece of the pie grew to 84 percent by 2015, according to research from Kathleen M. Kahle, a finance professor at the University of Arizona, and René M. Stulz, an economist at Ohio State University.\n\n\n'",['René M. Stulz'],Ohio State University
6015,4611,6015,"'Over half of Americans do not produce enough vitamin D, a result of spending some 90 percent of our time indoors, according to Dr. Michael Holick, a professor of medicine at Boston University.'",['Michael Holick'],Boston University
6015,4613,6015,"'Dr. JoAnn Manson, the chief of preventive medicine at Brigham and Women’s Hospital in Boston and a Harvard professor, says that the jury is still out on optimal levels of vitamin D, though some people might benefit from supplements “to hedge their bets.'","['JoAnn Manson', 'Brigham']",Harvard University
6021,4617,6021,"'During this epidemic, the shortcomings of the Red Cross were displayed to an even greater extreme,” said Jia Xijin, deputy dean of Tsinghua University’s Institute for Philanthropy.'",['Jia Xijin'],Tsinghua University
6021,4618,6021,"'It has an inbuilt system of party decision makers, so while it might gain a slightly clearer boundary from government, it is, if anything, increasingly strongly party-led,” said Holly Snape, an expert in Chinese politics at the University of Glasgow.\n\n\n'",['Holly Snape'],University of Glasgow
6031,4626,6031,"'She’s a no-baloney technocrat,” said Ross Cheit, a professor in Brown University’s public policy program.'",['Ross Cheit'],Brown University
6031,4628,6031,"'Rhode Island is shining a light into the dark in a way that very few other states are doing,” said Mark Lurie, a professor of epidemiology at Brown University in Providence.'",['Mark Lurie'],Brown University
6034,4630,6034,"'What is very apparent from the data is that kids experience unhealthy weight gain during the summer, that it’s more so for African-American and Hispanic kids, and that the weight gain that occurs during the summer does not get worked off during the school year,” said Dr. Rundle, an associate professor of epidemiology at the Columbia University Mailman School of Public Health.'",['Rundle'],Columbia University
6044,4635,6044,"'Donald Trump is going to be your nominee,” he said, adding that if “a smart, young, blond Harvard graduate” wanted “to get on television and have a career as a political pundit, you would be wise to be an early backer.'",['Donald Trump'],Harvard University
6065,4650,6065,"'There could be immense and devastating income effects that could be involved with this evolving depression,” said William A. Darity Jr., an economist at the Sanford School of Public Policy at Duke University, who is a leading scholar of economic discrimination in the United States.'",['William A. Darity Jr.'],Duke University
6086,4662,6086,"'We’ve probably seen within weeks the same amount of economic shock that used to occur in years,” said State Senator Paul Bettencourt, a Houston Republican whose district includes the Energy Corridor, a stretch of Interstate 10 on Houston’s west side that is home to Shell, ConocoPhillips and other oil and gas giants.'",['Paul Bettencourt'],Pennsylvania State University
6107,4674,6107,"'Employers will hopefully wake up to how much their employees’ work depends on other social institutions,” said Ms. Ramarajan, the Harvard professor.\n\n\n'",['Ramarajan'],Harvard University
6107,4675,6107,"'The expectation that “work demands and deserves single-minded devotion has long been a fiction,” said Mary Blair-Loy, director of the Center for Research on Gender in the Professions at the University of California, San Diego.'",['Mary Blair-Loy'],"University of California, San Diego"
6107,4677,6107,"'Raising the next generation is not the same as a private frolic like hang gliding,” said Joan Williams, director of the Center for WorkLife Law at the University of California, Hastings.'","['Hastings', 'Joan Williams']","University of California, Berkeley"
6107,4679,6107,"'Everyone deserves to be able to prioritize parts of their life aside from work,” said Erin Reid, a sociologist at the McMaster University business school in Hamilton, Ontario.'",['Erin Reid'],McMaster University
6135,4716,6135,"'The economy is just us,” said Betsey Stevenson, an economics professor at the University of Michigan.'",['Betsey Stevenson'],University of Michigan
6149,4724,6149,"'One is to “never to touch the principal” and “to live off dividends and interest,” said Jay Ritter, a finance professor at the University of Florida.\n\n\n'",['Jay Ritter'],University of Florida
6149,4726,6149,"'One is to “never to touch the principal” and “to live off dividends and interest,” said Jay Ritter, a finance professor at the University of Florida.\n\n\n'",['Jay Ritter'],University of Florida
6149,4727,6149,"'What’s happening to dividends is rough for people who rely on them, but the issue is much less visible than it was a few decades ago,” Mr. Thaler, who teaches at the University of Chicago, said in an interview.\n\n\n'",['Thaler'],University of Chicago
6154,4737,6154,"'There is something very concerning to me about having more for-profit companies in rural health care,” said Jill Horwitz, vice dean at the University of California, Los Angeles, law school.'",['Jill Horwitz'],"University of California, Berkeley"
6167,4747,6167,"'I can control my own behavior more than I can control others’ behavior,” said Bethany Teachman, Ph.D., professor of psychology at the University of Virginia.'","['Bethany Teachman', 'Ph.D.']",University of Virginia
6167,4748,6167,"'Most people are trying to act in the best way they know how in the context of not knowing too much about a virus that’s killing a lot of people,” said Aziza Ahmed, professor of law at the Northeastern University School of Law and an expert on health law.\n\n\n'",['Aziza Ahmed'],Northeastern University
6181,4757,6181,"'Sometimes the things you want the most in life do not always go the way you planned it to go,” said Dr. Johnson, who graduated from Princeton and received a medical degree from the University of Rochester.\n\n\n'",['Johnson'],University of Rochester
6190,4770,6190,"'We live in an economy where there are lots of interconnections between different sectors,” said Joseph S. Vavra, an economist at the University of Chicago.'",['Joseph S. Vavra'],University of Chicago
6198,4778,6198,"'It’s hard and it’s constantly evolving,” said Jigisha B. Patel, the chief adviser for international students at Northeastern.'",['Jigisha B. Patel'],Northeastern University
6198,4779,6198,"'My world is shattering,” said Elina Mariutsa, a Russian student studying international affairs and political science at Northeastern University whose parents sold an apartment and borrowed money from friends to pay for her previous semesters of college.\n\n\n'",['Elina Mariutsa'],Northeastern University
6198,4780,6198,"'It was a very hectic moment because I had no idea where to go,” said Anna Scarlato, an Italian student who learned in March that she would be kicked out of her dorm at the University of Chicago within days.\n\n\n'",['Anna Scarlato'],University of Chicago
6204,4788,6204,"'The pessimistic view is that [students] are going to hate it and never want to do this again, because all they’re doing is using Zoom to reproduce everything that’s wrong with traditional passive, teacher-centered modes of teaching,” said Bill Cope, a professor of education policy, organization and leadership at the University of Illinois at Urbana-Champaign.\n\n\n'",['Bill Cope'],University of Illinois at Urbana-Champaign
6210,4794,6210,"'Those numbers are just unacceptable,” said Scott Hensley, a microbiologist at the University of Pennsylvania.'",['Scott Hensley'],University of Pennsylvania
6210,4796,6210,"'There are multiple tests that look reasonable and promising,” said Dr. Alexander Marson, an immunologist at the University of California, San Francisco, and one of the project’s leaders.'",['Alexander Marson'],"University of California, Berkeley"
6224,4803,6224,"'It’s just frightening that we have to dispel these sorts of things,” said Dr. Dean Winslow, a professor of medicine at Stanford University who specializes in infectious disease and hospital medicine.\n\n\n'",['Dean Winslow'],Stanford University
6234,4812,6234,"'I think his style is well suited to this,” said Heather H. Howard, a professor at Princeton University who served as the chief policy counsel to Jon S. Corzine, the former New Jersey governor.'","['Jon S. Corzine', 'Heather H. Howard']",Princeton University
6236,4815,6236,"'We are not recommending anyone take anything to stop the diarrhea,” said Dr. Curtis of the University of Florida.'",['Curtis'],University of Florida
6247,4826,6247,"'Many of the tax benefits in the stimulus are “just shoveling money to rich people,” said Victor Fleischer, a tax law professor at the University of California, Irvine.'",['Victor Fleischer'],"University of California, Irvine"
6266,4844,6266,"'Hundreds of lives were saved because of what the state did early on, and that’s using conservative estimates,” said Helen Wearing, a mathematician specializing in disease ecology at the University of New Mexico.\n\n\n'",['Helen Wearing'],University of New Mexico
6273,4857,6273,"'It is still, with these new findings, many times more deadly than influenza,” Caitlin Rivers, an epidemic researcher at Johns Hopkins University, told me.'",['Caitlin Rivers'],Johns Hopkins University
6281,4862,6281,"'They have been really confined and figuratively imprisoned,” Matthew Dallek, a political historian at George Washington University, said about presidents who have kept close to the White House in times of crisis.\n\n\n'",['Matthew Dallek'],George Washington University
6296,4873,6296,"'It’s a pretty common saying among spellers: You never forget the words you misspell in bees,” Ms. Dasari, 19, now a Stanford University freshman and a three-time semifinalist in the national spelling bee, said in an interview on Thursday.\n\n\n'",['Dasari'],Stanford University
6299,4877,6299,"'This is certainly distinct from the United States,” said Dr. Peter Collignon, a physician and professor of microbiology at the Australian National University who has worked for the World Health Organization.'",['Peter Collignon'],Australian National University
6299,4878,6299,"'It does feel like we’re pulling together and pulling in the same direction at the moment,” said Dr. Mackay, the immunologist at the University of Queensland.'",['Mackay'],The University of Queensland
6299,4879,6299,"'It’s a case of politicians just not being in the way,” said Ian Mackay, an immunologist at the University of Queensland who has been involved in response planning for the pandemic.'",['Ian Mackay'],The University of Queensland
6301,4880,6301,"'People who are in close proximity to others are going to be at an increased risk of getting infected themselves,” Dr. Raymond Niaura, the interim chairman of the Department of Epidemiology at New York University.'",['Raymond Niaura'],New York University
6312,4887,6312,"'Everyone desperately wants to be immune to this thing,” said Andrew Noymer, an associate professor of public health at the University of California, Irvine, “'",['Andrew Noymer'],"University of California, Irvine"
6315,4889,6315,"'I hope that our governor’s right, and I hope the president’s right,” State Representative Ron Stephens, a Savannah Republican, said on Thursday.'",['Ron Stephens'],Pennsylvania State University
6316,4892,6316,"'That’s what you’re accustomed to seeing in war-torn countries,” said Francisco Moya, a councilman from a part of Queens ravaged by the outbreak.'",['Francisco Moya'],The University of Queensland
6319,4896,6319,"'In 2002, the Rev. Rich Cizik, an American evangelical leader, heard Dr. Houghton speak at the University of Oxford in England and had a “conversion on climate change so profound that he likened it to an ‘altar call,’ when nonbelievers accept Jesus as their savior,”'","['Rich Cizik', 'Houghton']",University of Oxford
6323,4901,6323,"'In terms of policy decisions, we’re nowhere near herd immunity, so that’s the answer,” said Natalie Dean, an assistant professor of biostatistics at the University of Florida.\n\n\n'",['Natalie Dean'],University of Florida
6323,4902,6323,"'Yes, people will in this country be able to find out, but not today,” said Eva Harris, a professor of infectious diseases of at the University of California, Berkeley, who is studying exposure to the virus over time in the Bay Area.\n\n\n'",['Eva Harris'],"University of California, Berkeley"
6361,4934,6361,"'Conspiracy theories seem especially likely to take hold during disasters and tragedies when people experience a loss of control and are trying to make sense of the world,” said Brendan Nyhan, a Dartmouth College professor who studies misperceptions about politics and health care.\n\n\n'",['Brendan Nyhan'],Dartmouth College
6371,4945,6371,"'When you talk to people, they have this sense of their own value in a way that they haven’t before,” Libby Van Cleve, an oboist and the director of OHAM, said in an interview in January at her office at Yale.'",['Libby Van Cleve'],Yale University
6376,4951,6376,"'It’s a crisis upon a crisis upon a crisis,” said Margot Kushel, director of the Center for Vulnerable Populations at the University of California, San Francisco.\n\n\n'",['Margot Kushel'],"University of California, Berkeley"
6387,4960,6387,"'Our clients are terrified of the prospect of being transferred to a secured detention facility with large numbers of people in close, confined settings, which is in direct contravention with C.D.C.’s advice on how to save oneself from this pandemic,” said Anthony Enriquez, the director of the unaccompanied minors program at Catholic Charities, who is representing another teenager in New York who in recent weeks was handcuffed by ICE agents on his 18th birthday and moved to a detention center.\n\n\n'",['Anthony Enriquez'],Rice University
6387,4961,6387,"'We don’t detain our age-outs,” the ICE officer, Jose Munguia, testified.\n'",['Jose Munguia'],Rice University
