,idx,quote,people,orgs,source,gender
4043,5399,"'It is so much less complicated to cancel an exhibition than it is to extend or postpone,” said Charlotte Dew of the Touring Exhibitions Group, a nonprofit organization that advises museums mostly in Britain.'",['Charlotte Dew'],['the Touring Exhibitions Group'],The New York Times,0
4051,5404,"'The situation is on the verge of spiraling out of control,” said Richard Crothers, the Somalia country director for the International Rescue Committee.'",['Richard Crothers'],['the International Rescue Committee'],The New York Times,0
4052,5404,"'While details of the crash remain scant, “any suspicions of foul play will have serious consequences” for regional security, said Omar Mahmood, senior Somalia analyst with the  International Crisis Group, an organization that seeks to prevent deadly conflicts.\n\n\n'",['Omar Mahmood'],['the  International Crisis Group'],The New York Times,0
4054,5408,"'Mr. Huang, a dual American-Chinese citizen, said in an email that he had an “existing relationships with Blue Flame Medical’s leadership prior to the pandemic,” and that Hakim and Great Health contracted with Blue Flame “to assist their COVID-19 procurement efforts in China.'","['Huang', 'Hakim']","['Blue Flame Medical’s', 'Great Health', 'Blue Flame']",The New York Times,0
4055,5408,"'We have spent close to $5,000 on unfilled items and we need to have it all refunded,” wrote Daniel Lynch, a commander with the Melbourne Police Department in Florida, in an email to Blue Flame officials this month after spending weeks waiting for purchased masks, face shields and surgical gowns.\n\n\n'",['Daniel Lynch'],"['Blue Flame', 'the Melbourne Police Department']",The New York Times,0
4056,5408,"'Mr. Bearman, Blue Flame’s lawyer, had issued a statement to The Times earlier in the week about the dispute with the state of Maryland, saying Blue Flame “fully intends to honor that contract.'",['Bearman'],"['Blue Flame’s', 'Blue Flame', 'The Times']",The New York Times,0
4057,5409,"'Being forced to be at home is amplifying the differences we already know exist,” said Barbara Risman, a professor at the University of Illinois at Chicago and part of a group of sociologists who analyzed the data.'",['Barbara Risman'],['the University of Illinois at Chicago'],The New York Times,0
4058,5416,"'I was really happy when I saw them,” Sam said later, about the Mosiers, “to talk and share my experience with them.”\n\n\n'",['Sam'],['Mosiers'],The New York Times,0
4059,5416,"'I was really happy when I saw them,” Sam said later, about the Mosiers, “to talk and share my experience with them.”\n\n\n'",['Sam'],['Mosiers'],The New York Times,0
4060,5417,"'It may affect them less than humans, but it also may be even more deadly, and this is simply a risk we cannot take,” said the head of the Borneo Orangutan Survival Foundation, Jamartin Sihite, in announcing that its two rehabilitation centers in Indonesia would be closed to the public.\n\n\n'",['Jamartin Sihite'],['the Borneo Orangutan Survival Foundation'],The New York Times,0
4061,5417,"'We are worried about this and taking it very seriously,” said Ian Singleton, director of the Sumatran Orangutan Conservation Program, which has been raising Bina Wana since his 2014 rescue.'","['Bina Wana', 'Ian Singleton']",['the Sumatran Orangutan Conservation Program'],The New York Times,0
4062,5419,"'In his classic film history, “From Caligari to Hitler: A Psychological History of the German Film,” the German critic Siegfried Kracauer characterized Mabuse as “everywhere present but nowhere recognizable.'",['Siegfried Kracauer'],['Mabuse'],The New York Times,0
4063,5419,"'In his classic film history, “From Caligari to Hitler: A Psychological History of the German Film,” the German critic Siegfried Kracauer characterized Mabuse as “everywhere present but nowhere recognizable.'","['Siegfried Kracauer', 'Mabuse', 'Hitler']",['Caligari'],The New York Times,0
4064,5419,'The Testament of Dr. Mabuse” (available to stream on the Criterion Channel and Kanopy) was in postproduction when Hitler became chancellor in 1933.',['Hitler'],['the Criterion Channel'],The New York Times,0
4065,5420,"'It’s a great first step,” said Dr. Robert Finberg, chairman of the department of medicine at the University of Massachusetts Medical School.\n\n\n'",['Robert Finberg'],"[""the University of Massachusetts Medical School.\\n\\n\\n'""]",The New York Times,0
4066,5420,"'Their pricing should reflect that the government not only invested substantial funds, but at risky stages,” said Dr. Aaron Kesselheim, a professor of medicine at Harvard University who studies drug pricing.\n\n\n'",['Aaron Kesselheim'],['Harvard University'],The New York Times,0
4067,5424,"'“Please be strong, be kind and united against Covid-19.”\nMs. Ardern, a liberal, then joined with the conservative prime minister of Australia, Scott Morrison, in shaping a joint effort that has all but eliminated the virus from their island nations.\n'",['Scott Morrison'],['Ardern'],The New York Times,0
4068,5425,"'It’s now the No. 1 most-talked-about game in the world, dethroning the likes of Fate/Grand Order, which held that title for nearly two years, and Fortnite,” Rishi Chadha, the global head of gaming content partnerships at Twitter, recently told The New York Times.'",['Rishi Chadha'],['The New York Times'],The New York Times,0
4069,5427,"'Of his sessions with 9-year-old J.J., Crawford said, “Shooting outside isn’t to the level of shooting inside, but it gives some kind of peace of mind just to shoot at all.'",['J.J.'],['Crawford'],The New York Times,0
4070,5427,"'This is what we do,” Butler, an All-Star swingman, said in a telephone interview.'",['Butler'],['All-Star'],The New York Times,0
4072,5428,"'Everyone understands the task force and refers to it as the coordinating body, where policies came out, messaging came out, guidelines were centralized from this one body,” said Dr. Leana S. Wen, an emergency physician and public health professor at George Washington University.'",['Leana S. Wen'],['George Washington University'],The New York Times,0
4073,5428,"'The task force has been hampered by inconsistent messaging,” said Dr. Joshua M. Sharfstein, a former top F.D.A. official who teaches on public health crises at the Johns Hopkins Bloomberg School of Public Health.'",['Joshua M. Sharfstein'],"['Johns Hopkins Bloomberg School of Public Health', 'F.D.A.']",The New York Times,0
4074,5428,"'If there is a recurrence of cases in the fall, he said, “we’re going to put the flame out.”\nWhite House officials said that medical officials like Dr. Birx would still be advising the president and be available to answer reporters’ questions.\n\n\n'",['Birx'],['House'],The New York Times,0
4075,5429,"'What that is essentially telling me is there is a fissure within the Republican Party,” said John Della Volpe, polling director at Harvard’s Institute of Politics, who oversees the survey.'",['John Della'],['Harvard’s Institute of Politics'],The New York Times,0
4076,5429,"'That is just so wrong,” said Ms. Duerig, a student at Liberty University.'",['Duerig'],['Liberty University'],The New York Times,0
4077,5429,"'I’m of the firm belief that you can’t be pro-life and vote Democrat,” said Ms. Crawford, 20, a graduating junior at Ohio State University who will vote in her home state, Minnesota.'",['Crawford'],['Ohio State University'],The New York Times,0
4078,5429,"'Polling of conservatives indicates that abortion “is becoming a bigger issue to their identity as Republicans,” said Melissa Deckman, a political scientist at Washington College who studies Generation Z. “'","[""Generation Z. “'"", 'Melissa Deckman']",['Washington College'],The New York Times,0
4079,5429,"'” Ilana Miller, 20, a student at Washington University in St. Louis, expressed frustration that Mr. Trump, instead of uniting the country against the coronavirus, was “talking about himself and his own reputation.'","['Ilana Miller', 'Trump']",['Washington University'],The New York Times,0
4080,5431,"'Quarantine Parenting Doesn’t Have to Be Perfect,” the New York Times writer Elizabeth Bruenig reassured her fellow parents.\n\n\n'",['Elizabeth Bruenig'],['New York Times'],The New York Times,0
4081,5432,"'Hopping, skipping, ball toss, bear crawls and crab walks can be fun ways to engage younger kids,” says Samantha Stephens, a pediatric exercise physiologist and research fellow at the Hospital for Sick Children in Toronto.'",['Samantha Stephens'],['the Hospital for Sick Children'],The New York Times,0
4082,5432,"'A growing body of evidence shows excessive sitting to be linked with various health risks, low self-esteem and decreased academic achievement in school-aged children and youth,” says Taija Juutinen Finni, a professor of health sciences at the University of Jyvaskyla in Finland who studies inactivity in young people.\n\n\n'",['Taija Juutinen Finni'],['the University of Jyvaskyla'],The New York Times,0
4083,5432,"'don’t try to be the P.E. teacher,” says Ali McManus, a professor of health and exercise at the University of British Columbia Okanagan campus, whose research focuses on children.'",['Ali McManus'],['the University of British Columbia Okanagan'],The New York Times,0
4084,5437,"'How It All Began,” which went on to run for a month at the Public Theater after Joe Papp himself saw it at the school.'",['Joe Papp'],['the Public Theater'],The New York Times,0
4085,5438,"'“Take your puppy for walks while maintaining a safe social distance,” said Katy Mahaley, a dog trainer and animal behavior counselor on the ASPCA’s behavioral sciences team.'",['Katy Mahaley'],['ASPCA'],The New York Times,0
4086,5438,"'When the pandemic first hit, unprecedented numbers of people signed up to foster animals,” said Julie Castle, the chief executive of Best Friends Animal Society.'",['Julie Castle'],['Best Friends Animal Society'],The New York Times,0
4087,5439,"'From a corporate governance perspective, large payments to executives are appropriate only if they serve an adequate corporate purpose,” said Lucian A. Bebchuk, the director of the Program on Corporate Governance at Harvard Law School.'",['Lucian A. Bebchuk'],"['Harvard Law School', 'the Program on Corporate Governance']",The New York Times,0
4088,5439,"'Ms. Loeffler, who was appointed to the Senate in December and is now in a competitive race to hold her seat, appears to have received stock and other awards worth more than $9 million from the company, Intercontinental Exchange, according to a review of securities filings by The New York Times, Ms. Loeffler’s financial disclosure form and interviews with compensation and accounting experts.'",['Loeffler'],['The New York Times'],The New York Times,0
4089,5439,"'It looks, feels and has the sweet aroma of a pure windfall,” said Brian T. Foley, the managing director of Brian Foley  Company, an executive compensation consulting firm in White Plains, N.Y.\n\n\n'",['Brian T. Foley'],"['White Plains', 'Brian Foley  Company']",The New York Times,0
4090,5440,"'For a germicide to work, it has to touch the germs,” said Dr. Weber, who has consulted for PDI, a firm that makes disinfectants.'",['Weber'],['PDI'],The New York Times,0
4091,5440,"'Most common surfaces in homes and hospitals have less than 100 organisms per square centimeter,” said Dr. David Weber, a professor of medicine and epidemiology at the University of North Carolina at Chapel Hill.\n\n\n'",['David Weber'],"['the University of North Carolina', ""Chapel Hill.\\n\\n\\n'""]",The New York Times,0
4092,5440,"'It’s important to note that these recommendations are generic and typically based on how long it takes to kill bacteria — for example, Staph and Strep, which are much harder to kill than a virus like SARS-CoV-2,” said Dr. Daniel R. Kuritzkes, chief of the division of infectious diseases at Brigham and Women’s Hospital and professor at Harvard Medical School.'","['Daniel R. Kuritzkes', 'Brigham']","['Harvard Medical School', 'Women’s Hospital']",The New York Times,0
4093,5440,"'The longer you can let it be in contact, the better,” said Dr. Andrew Janowski, instructor of pediatric infectious diseases at Washington University School of Medicine St. Louis Children’s Hospital.'",['Andrew Janowski'],['Washington University School of Medicine St. Louis Children’s Hospital'],The New York Times,0
4094,5444,"'Consumer habits are fundamentally changed coming out of this crisis and this pandemic,” said Ron Josey, an analyst at JMP Securities.'",['Ron Josey'],['JMP Securities'],The New York Times,0
4095,5444,"'People use them as a mind escape,” said Colleen Logan, head of marketing at Icon Health.'",['Colleen Logan'],['Icon Health'],The New York Times,0
4101,5447,"'We ignore the public health sector unless there’s a major catastrophe,” said Scott Becker, the head of the Association of Public Health Laboratories.'",['Scott Becker'],['the Association of Public Health Laboratories'],The New York Times,0
4102,5447,"'Public health is the best bang for our collective buck,” Dr. Tom Frieden, a former director of the Centers for Disease Control and Prevention, told me.'",['Tom Frieden'],['the Centers for Disease Control and Prevention'],The New York Times,0
4103,5447,"'It was like a great forgetting took place,” Wendy Parmet, a public health law scholar at Northeastern University, told me.'",['Wendy Parmet'],['Northeastern University'],The New York Times,0
4104,5452,"'After careful review of the evidence,” the prosecutor, Tom Durden, of Georgia’s Atlantic Judicial Circuit, wrote in a statement, “'",['Tom Durden'],['Georgia’s Atlantic Judicial Circuit'],The New York Times,0
4105,5452,"'After careful review of the evidence,” the prosecutor, Tom Durden, of Georgia’s Atlantic Judicial Circuit, wrote in a statement, “', 'Mr. Durden said he made his decision after “careful review of the evidence,” and after consulting with the Glynn County Police Department, the F.B.I., the United States attorney for the Southern District of Georgia and the Prosecuting Attorneys’ Council of Georgia.\n\n\n'","['Durden', 'Tom Durden']",['Georgia’s Atlantic Judicial Circuit'],The New York Times,0
4106,5453,"'On Tuesday night, Douglas A. Kellner, a co-chair on the New York Board of Elections, said the board was “reviewing the decision and preparing an appeal.'",['Douglas A. Kellner'],['the New York Board of Elections'],The New York Times,0
4112,5458,"'We cannot tolerate businesses and their workers suffering to protect the president, his family or their allies, because of corruption, misuse or favoritism,” said Senator Sherrod Brown of Ohio, the top Democrat on the Banking Committee.'",['Sherrod Brown'],['the Banking Committee'],The New York Times,0
4113,5459,"'Our businesses have been hugely impacted,” Bob Chapek, Disney’s new chief executive, told analysts on a conference call, noting that theme park employees had been furloughed (an analyst-estimated 100,000 of them) and executives have taken steep pay cuts.'",['Bob Chapek'],['Disney’s'],The New York Times,0
4114,5459,"'Citing “significant and unrivaled earnings risk for the foreseeable future,” Michael Nathanson of MoffettNathanson moved the company to neutral from buy.'",['Michael Nathanson'],['MoffettNathanson'],The New York Times,0
4115,5459,"'Richard Greenfield, a founder of LightShed Partners, lowered Disney to sell from neutral, writing in a note to clients that there “is no clarity on when vacation travel normalizes, nor when movie theater attendance normalizes.'",['Richard Greenfield'],"['Disney', 'LightShed Partners']",The New York Times,0
4116,5461,"'When asked about Tara Reade’s sexual assault accusation against Joe Biden last week, the most powerful Democrat in office, Nancy Pelosi, responded that she had “complete respect for the whole #MeToo movement,” but that “there is also due process and the fact that Joe Biden is Joe Biden.”\n\n\n'","['Nancy Pelosi', 'Joe Biden']",['Tara Reade’s'],The New York Times,0
4117,5461,"'When asked about Tara Reade’s sexual assault accusation against Joe Biden last week, the most powerful Democrat in office, Nancy Pelosi, responded that she had “complete respect for the whole #MeToo movement,” but that “there is also due process and the fact that Joe Biden is Joe Biden.”\n\n\n'","['MeToo', 'Nancy Pelosi', 'Joe Biden']",['Tara Reade’s'],The New York Times,0
4118,5462,"'What can I say that I haven’t already said on Fox News?” said Judge Walker, who gave 119 media interviews and several speeches paid for by the Federalist Society rebutting Kavanaugh critics.'","['Kavanaugh', 'Walker']",['the Federalist Society'],The New York Times,0
4119,5462,"'He’s young, brilliant and conservative,” said Mike Davis, who leads the Article III Project, a judicial advocacy group that has pushed President Trump’s appointments to the federal bench.\n\n\n'",['Mike Davis'],"['Trump’s', 'the Article III Project']",The New York Times,0
4120,5462,"'In July of 2018, with Mr. Trump embroiled in the special counsel investigation stemming from his firing of James Comey, the F.B.I. director, Judge Walker wrote a paper arguing that “calls for an independent F.B.I. are misguided and dangerous.”\n\n\n'","['Trump', 'James Comey', 'Walker']",['F.B.I.'],The New York Times,0
4121,5463,"'Uber and Lyft have lived a kind of charmed life in terms of escaping law enforcement generally, and particularly with regard to employment law,” said William B. Gould IV, a law professor at Stanford University and the former chairman of the National Labor Relations Board.'",['William B. Gould IV'],"['Stanford University', 'the National Labor Relations Board']",The New York Times,0
4122,5463,"'We will contest this action in court, while at the same time pushing to raise the standard of independent work for drivers in California,” said Matt Wing, an Uber spokesman.\n\n\n'",['Matt Wing'],"[""Uber spokesman.\\n\\n\\n'""]",The New York Times,0
4123,5463,"'In what world can you not pay your fair share?” said Lorena Gonzalez, a California Assembly member who represents southern San Diego and drafted A.B. 5.\n\n\n'","['Lorena Gonzalez', ""A.B. 5.\\n\\n\\n'""]",['California Assembly'],The New York Times,0
4125,5468,"'Someone poke holes in this scenario,” a tweet from Eric Nelson, the editorial director of Broadside Books, read.'",['Eric Nelson'],['Broadside Books'],The New York Times,0
4126,5473,"'Of the roughly 300 companies in the SP 500 stock index that regularly provide an earnings forecast, 114 have not provided one for future profits, according to Savita Subramanian, an equity strategist at Bank of America Merrill Lynch.'",['Savita Subramanian'],['Bank of America Merrill Lynch'],The New York Times,0
4127,5473,"'The overarching theme is uncertainty,” said David Lefkowitz, an equity strategist at UBS Wealth Management.'",['David Lefkowitz'],['UBS Wealth Management'],The New York Times,0
4128,5473,"'Historically, it has taken years, typically five or more, for business travel to recover,” Gary C. Kelly, chief executive of Southwest Airlines, said last week.'",['Gary C. Kelly'],['Southwest Airlines'],The New York Times,0
4129,5473,"'We believe we are currently in the stabilization phase in most markets,” said Ajay S. Banga, Mastercard’s chief executive, said last week.\n\n\n'",['Ajay S. Banga'],['Mastercard’s'],The New York Times,0
4134,5479,"'Telehealth is not the panacea and does not make up for all the financial losses,” said Dr. Patrice Harris, the president of the American Medical Association.\n\n\n'",['Patrice Harris'],"[""the American Medical Association.\\n\\n\\n'""]",The New York Times,0
4135,5479,"'If practices close down, you lose access to a point of care,” said Dr. Chernew, who was one of the authors of a new analysis published by the Commonwealth Fund that found doctor’s visits dropped by about 60 percent from mid-March to mid-April.'",['Chernew'],['the Commonwealth Fund'],The New York Times,0
4136,5479,"'They don’t have any wiggle room,” said Dr. Lisa Bielamowicz, a co-founder of Gist Healthcare, a consulting firm.\n\n\n'",['Lisa Bielamowicz'],['Gist Healthcare'],The New York Times,0
4137,5479,"'The hospitals are getting massive bailouts,” said Dr. Christopher Crow, the president of Catalyst Health Network in Texas.'",['Christopher Crow'],['Catalyst Health Network'],The New York Times,0
4138,5479,"'It’s remarkable how quickly it was embraced,” said Dr. Ateev Mehrotra, a hospitalist and associate professor of health policy at Harvard Medical School, who was also involved in the study.'",['Ateev Mehrotra'],['Harvard Medical School'],The New York Times,0
4139,5480,"'My simulation shows that yes, if you reopen the schools, you’ll see a big increase in the reproduction number, which is exactly what you don’t want,” said Marco Ajelli, a mathematical epidemiologist who did the work while at the Bruno Kessler Foundation in Trento, Italy.\n\n\n'",['Marco Ajelli'],"['the Bruno Kessler Foundation', 'Italy.\\n\\n\\n']",The New York Times,0
4140,5485,"'Having a little more time, if you’re using it wisely, can be very beneficial,” said Marilyn Skarbek, an assistant professor of exercise science at North Central College in Naperville, Ill.  '",['Marilyn Skarbek'],['North Central College'],The New York Times,0
4141,5486,"'We’ve had an awful, just a terrible spring,” said Ernie Panacek, the general manager of the commercial fishing dock at Viking Village, on Long Beach Island in New Jersey.'",['Ernie Panacek'],['Viking Village'],The New York Times,0
4142,5488,"'The Filipino people should reject this despotic move to harass and silence a media organization known not only for its reach but also for its competence and dedication to deliver the news,” said Phil Robertson, the rights group’s deputy Asia director.'",['Phil Robertson'],['’s'],The New York Times,0
4143,5489,"'What we are talking about when we talk about online education is using digital technologies to transform the learning experience,” said Vijay Govindarajan, a professor at Dartmouth’s Tuck School of Business.'",['Vijay Govindarajan'],['Dartmouth’s Tuck School of Business'],The New York Times,0
4144,5489,"'This semester “has the potential to raise expectations of using these online resources to complement what we were doing before, in an evolutionary way, not a revolutionary way,” said Eric Fredericksen, associate vice president for online learning at the University of Rochester.'",['Eric Fredericksen'],['the University of Rochester'],The New York Times,0
4145,5490,"'Mr. Neumann’s lawsuit, filed in the Delaware Court of Chancery, contends that SoftBank and one of its investment funds “reneged on their promise to pay for the benefits they had already received” when it withdrew the offer last month.\n\n\n'",['Neumann'],"['the Delaware Court of Chancery', 'SoftBank']",The New York Times,0
4146,5490,'But Mr. Neumann’s lawsuit asserts that SoftBank “was secretly taking actions to undermine” the deal.\n\n\n',['Neumann'],['SoftBank'],The New York Times,0
4147,5490,"'Robert Townsend, SoftBank’s chief legal officer, said in a statement that the company “will vigorously defend itself against these meritless claims.'",['Robert Townsend'],['SoftBank'],The New York Times,0
4148,5491,"'You really need new technologies that are more distributed, that don’t require thousands of trained people or need centralized labs,” said Omar Abudayyeh of M.I.T., one of Dr. Zhang’s collaborators.\n\n\n'","['Zhang’s', 'Omar Abudayyeh']",['M.I.T.'],The New York Times,0
4149,5491,"'We’re excited that this could be a solution that people won’t have to rely on a sophisticated and expensive laboratory to run,” said Feng Zhang, a researcher at the Broad Institute in Cambridge, Mass., and one of the pioneers of Crispr technology.\n\n\n'",['Feng Zhang'],"['the Broad Institute', ""Crispr technology.\\n\\n\\n'""]",The New York Times,0
4150,5492,"'I wouldn’t make any big development decisions right now,” said Dr. Jackson, who is a former officer in the Epidemic Intelligence Service at the Centers for Disease Control and Prevention.\n\n\n'","['Jackson', 'Prevention.\\n\\n\\n']","['the Epidemic Intelligence Service', 'the Centers for Disease Control']",The New York Times,0
4151,5492,"'He can leave his office downtown and be home in 50 minutes,” Mrs. Carney said of her husband, who works as a journalist at The Washington Examiner.'",['Carney'],['The Washington Examiner'],The New York Times,0
4152,5492,"'Transit-oriented developments “will be much, much more focused on public health,” said John W. Hempelmann, a lawyer in Seattle and a former chairman of the Transit-Oriented Development Council of the Urban Land Institute.\n\n\n'",['John W. Hempelmann'],"[""the Transit-Oriented Development Council of the Urban Land Institute.\\n\\n\\n'""]",The New York Times,0
4153,5493,"'The Ellen DeGeneres Show,” Liz Feldman made the transition into narrative television, working on “Two Broke Girls” and then creating Netflix’s dark comedy'",['Liz Feldman'],['Netflix’s'],The New York Times,0
4154,5496,"'Every step this agency has taken in response to Covid-19 has been a balance of risk and benefits,” said Dr. Stephen Hahn, the F.D.A. commissioner, in a telephone call with reporters on Monday.\n\n\n'",['Stephen Hahn'],['F.D.A.'],The New York Times,0
4155,5498,"'“get a certain amount of comfort by just chewing,” said Michael Deutsch, an urban entomologist and the technical director of the Arrow Exterminating Company, headquartered on Long Island.\n\n\n'",['Michael Deutsch'],"[""Long Island.\\n\\n\\n'"", 'the Arrow Exterminating Company']",The New York Times,0
4156,5502,"'It was very conscious on my part,” said Ms. Anderson, now an instructor of student professional development in the college of business at the University of Illinois at Chicago.'",['Anderson'],['the University of Illinois at Chicago'],The New York Times,0
4157,5503,"'What are the Democrats proposing to counteract all this corruption?” asked Darrell Hammond, playing MSNBC’s Chris Matthews.'","['Darrell Hammond', 'Chris Matthews']",['MSNBC'],The New York Times,0
4158,5504,"'After seeing the work in October, the Times dance critic, Gia Kourlas, said Nadon’s dancing was “a three-dimensional experience,” and called her “a ballerina, capital B.”\nWhen: 8 p.m., and it’s available to stream through 8 p.m. on May 8.\n'",['Gia Kourlas'],"['Times', 'Nadon’s']",The New York Times,0
4159,5505,"'It’s the most normal thing in this whole quarantine,” said Jacqueline Bologna, a City Ballet dancer.'",['Jacqueline Bologna'],['City Ballet'],The New York Times,0
4160,5506,"'You’re learning every single day, and you’re going to be making changes in your advice and guidance,” said Glen Nowak, the director of the Grady Center for Health and Risk Communications at the University of Georgia.'",['Glen Nowak'],"['the Grady Center for Health and Risk Communications', 'the University of Georgia']",The New York Times,0
4161,5507,"'I can see a tidal wave of these lawsuits coming,” said Kevin Sullivan, a client executive at National Trust Insurance Services, “and insurance companies are going to fight like hell.'",['Kevin Sullivan'],['National Trust Insurance Services'],The New York Times,0
4162,5507,"'When we submitted our payments to them, we believed we were being protected,” said Anna Glass, executive director of the Dance Theater of Harlem.'",['Anna Glass'],['the Dance Theater of Harlem'],The New York Times,0
4163,5507,"'I can see a tidal wave of these lawsuits coming,” said Kevin Sullivan, a client executive at National Trust Insurance Services, “and insurance companies are going to fight like hell.'",['Kevin Sullivan'],['National Trust Insurance Services'],The New York Times,0
4164,5508,"'It just seems that people are getting a little tired collectively of staying at home after we passed that one-month mark,” Lei Zhang, the director of the Maryland Transportation Institute at the University of Maryland, College Park, said.\n\n\n'",['Lei Zhang'],"['the Maryland Transportation Institute', 'the University of Maryland, College Park']",The New York Times,0
4165,5515,"'St. Bernard Hospital has coordinated transporting women in labor to Mercy Hospital, about six miles north, according to St. Bernard’s media relations representative David Rudd, but transportation is not the main concern for doctors and patients in the neighborhood.\n\n\n'",['David Rudd'],['St. Bernard’s'],The New York Times,0
4166,5520,"'The mood turned very somber,” said Mr. Volquez, who drives the local BX22 route from Castle Hill to Bedford Park in the Bronx.'",['Volquez'],['Castle Hill'],The New York Times,0
4167,5520,"'I’m outside, I don’t see the same things every day, I’m constantly in motion,” said Mr. Medina, who worked for five years at Kingsbridge bus depot in the Inwood neighborhood in Manhattan before transferring to Gun Hill in 2018.'",['Medina'],['Kingsbridge'],The New York Times,0
4168,5521,"'As the psychologist William James wrote long ago, ‘My thinking is first and last and always for the sake of my doing,’” said Nicholas Epley, a professor of behavior science at the University of Chicago Booth School of Business.'",['Nicholas Epley'],['the University of Chicago Booth School of Business'],The New York Times,0
4169,5522,"'It’s unbelievable that it was ever stockpiled as an influenza drug,” said Masumi Minaguchi, the group’s secretary general.'",['Masumi Minaguchi'],['’s'],The New York Times,0
4170,5522,"'A spokeswoman for Fujifilm, Kana Matsumoto, said that the company was conducting clinical trials in Japan and the United States “in order to obtain substantial evidence of the drug’s efficacy” against Covid-19.\n\n\n'",['Kana Matsumoto'],['Fujifilm'],The New York Times,0
4171,5523,"'What is disappointing is that we have done nothing for years to address the problem,” said Mignon Clyburn, a former commissioner at the Federal Communications Commission who has long pressed for more funding for rural broadband and subsidies for low-income families.'",['Mignon Clyburn'],['the Federal Communications Commission'],The New York Times,0
4172,5523,"'I hope that there is a lesson learned from this,” said Gina Millsap, the chief executive of the Topeka  '",['Gina Millsap'],"[""the Topeka  '""]",The New York Times,0
4173,5523,"'In a city like Philadelphia, you can’t expect people to socially distance in a parking lot,” said Devren Washington, a senior policy director at the Movement Alliance Project.'",['Devren Washington'],['the Movement Alliance Project'],The New York Times,0
4174,5525,"'There are some recent rare descriptions of children in some European countries that have had this inflammatory syndrome, which is similar to the Kawasaki syndrome, but it seems to be very rare,” Dr. Maria Van Kerkhove, a World Health Organization scientist, said at a news briefing last week.\n\n\n'",['Maria Van Kerkhove'],['World Health Organization'],The New York Times,0
4175,5528,"'We are presenting a different angle from everybody else,” Dr. Luk H. Vandenberghe, director of the Grousbeck Gene Therapy Center at Massachusetts Eye and Ear, said in an interview.\n\n\n'",['Luk H. Vandenberghe'],"['Massachusetts Eye and Ear', 'the Grousbeck Gene Therapy Center']",The New York Times,0
4176,5529,"'We like those airlines, but the world has changed for the airlines,” Mr. Buffett said on Saturday during the annual shareholder meeting of his conglomerate, Berkshire Hathaway.'",['Buffett'],['Berkshire Hathaway'],The New York Times,0
4177,5532,"'Given the extraordinary crisis that the American people have endured, and the need for the president to exercise a core governmental function to address the nation about an ongoing public-health crisis,” Mr. Bernhardt wrote in an order issued Friday, “I am exercising my authority to facilitate the opportunity for the president to conduct this address within the Lincoln Memorial.”\n\n\n'",['Bernhardt'],['Lincoln'],The New York Times,0
4178,5532,"'What the American people want to see is their president rising to the moment and providing real leadership during this crisis, not using our sacred national monuments as brazenly political backdrops,” Senator Tom Udall of New Mexico, the top Democrat on the Appropriations subcommittee for the Interior Department and the environment.\n\n\n'",['Tom Udall'],"['Appropriations', 'the Interior Department']",The New York Times,0
4179,5533,"'They’ve got billions of dollars in assets that aren’t earning any income, and they want to get those going as quickly as possible,” said Ross Klein, a sociologist at Memorial University of Newfoundland in Canada who studies the cruise industry.'",['Ross Klein'],['Memorial University of Newfoundland'],The New York Times,0
4180,5534,"'Representative Tom Reed, a Republican who represents the Finger Lakes and Southern Tier areas, two regions where the number of tests being conducted does not currently meet the governor’s requirements, said that he and other officials were working “to build out the necessary testing infrastructure.'",['Tom Reed'],"['Southern Tier', '’s', 'the Finger Lakes']",The New York Times,0
4181,5534,"'Even limited increases in commercial activity could help county and city governments, said E.J. McMahon, a conservative economist and founder of the Empire Center for Public Policy, saying that revenue had “cratered during the lockdown.'",['E.J. McMahon'],['the Empire Center for Public Policy'],The New York Times,0
4182,5535,"'Rich McHugh, Mr. Farrow’s producer at NBC, told The New York Times in 2018 that he had been instructed to stop reporting on Mr. Weinstein, and that the order came from “the very highest levels of NBC.'","['Farrow', 'Weinstein', 'Rich McHugh']","['NBC', 'The New York Times']",The New York Times,0
4183,5542,"'So the White House created its own team led by Kevin Hassett, whom The Post describes as “a former chairman of Trump’s Council of Economic Advisers with no background in infectious diseases.'",['Kevin Hassett'],"['the White House', 'Post']",The New York Times,0
4184,5543,"'She’s like a Texas version of Martha Stewart and the Barefoot Contessa, but younger and more relatable,” said Candace Fife, a superfan who started a Facebook group for cooks to post photos and notes on the Magnolia Table cookbooks.'","['Candace Fife', 'Facebook']",['Magnolia Table'],The New York Times,0
4185,5543,"'A spokeswoman declined to comment, referring the Times to a blog post that Mr. Gaines wrote in 2017, after the election of President Trump, about building bridges between “people that don’t think alike.”)\n\n\n'","['Gaines', 'Trump']",['Times'],The New York Times,0
4186,5547,"'Under Mr. Latour’s leadership, Barron’s Group achieved “record audience, revenue and membership growth,” News Corp., which owns Dow Jones, said in a statement announcing his appointment.'",['Latour'],['Barron’s Group'],The New York Times,0
4187,5547,"'“Almar is a worthy successor to Will Lewis, from whom he will inherit a wonderfully talented team and a business that is exceeding records for digital subscriptions quarter after quarter,” Robert Thomson, the chief executive of News Corp., said in the company'",['Robert Thomson'],['News Corp.'],The New York Times,0
